School Name,NCES School ID,County Name,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code,Locale,Charter,Magnet,Title I School,Title 1 School Wide,Students,Teachers,Student Teacher Ratio,Free Lunch,Reduced Lunch,Directly Certified
PrepNet Virtual Academy,260113209015,Kent County,3834 52ND ST SE,KENTWOOD,MI,49512,9637,(616)929-1326,13,City: Small,Yes,No,No,†,0,0,†,–,–,–
PrepNet Virtual Academy,260113208965,Kent County,3850 BROADMOOR AVE SE,GRAND RAPIDS,MI,49512,3975,(616)222-1700,13,City: Small,Yes,No,Yes,Yes,1365,50.64,26.95,996,45,–
Presque Isle Academy,260026901409,Presque Isle County,20830 Cedar Street,ONAWAY,MI,49765,,(989)733-6708,43,Rural: Remote,Yes,Yes,Yes,No,30,0.8,37.5,27,0,–
Progress Park,268099000277,Washtenaw County,3980 RESEARCH PARK DR,ANN ARBOR,MI,48108,2220,(734)994-3340,12,City: Midsize,No,No,No,†,25,6.7,3.73,13,0,–
Project SEARCH,268052008522,Ingham County,2630 WEST HOWELL RD,MASON,MI,48854,9392,(517)244-1263,13,City: Small,No,No,No,†,7,1,7,†,†,†
Quest High School,262568001770,Lapeer County,PO Box 3620,North Branch,MI,48461,,(810)688-7581,42,Rural: Distant,No,No,Yes,Yes,68,2,34,51,0,–
Quest High School,261515005192,Newaygo County,350 CEDAR ST,FREMONT,MI,49412,1579,(231)924-2350,41,Rural: Fringe,No,No,Yes,Yes,116,4.8,24.17,93,8,–
Quincy High School,262925006511,Branch County,18 COLFAX ST,QUINCY,MI,49082,1100,(517)639-9245,32,Town: Distant,No,No,No,†,373,16,23.31,121,14,–
Raider Virtual Academy,261455008919,Genesee County,5039 DELAND RD,FLUSHING,MI,48433,1307,(810)591-1187,21,Suburb: Large,No,No,Yes,Yes,88,1.08,81.48,47,3,–
Randolph Career and Technical Center,260110300748,Wayne County,17101 HUBBELL ST,DETROIT,MI,48235,3942,(313)494-7100,11,City: Large,No,No,No,†,1,9,0.11,†,†,†
Ravenna High School,262937006516,Muskegon County,2766 SOUTH RAVENNA RD,RAVENNA,MI,49451,9193,(231)853-2218,42,Rural: Distant,No,No,Yes,Yes,335,16.1,20.81,118,24,–
Reading High School,262940006520,Hillsdale County,PO Box 330,READING,MI,49274,,(517)283-2142,42,Rural: Distant,No,Yes,Yes,Yes,311,18.06,17.22,124,23,–
Redford Union High School,262946006525,Wayne County,17711 Kinloch,Redford,MI,48240,2246,(313)242-4200,21,Suburb: Large,No,No,Yes,Yes,723,29.4,24.59,496,19,–
Redford Union Virtual Learning,262946008900,Wayne County,17715 BRADY,REDFORD,MI,48240,2117,(313)242-3700,21,Suburb: Large,No,No,Yes,Yes,78,0,†,63,2,–
Reed City High School,262949006534,Osceola County,225 WEST CHURCH AVE,REED CITY,MI,49677,1367,(231)832-2224,42,Rural: Distant,No,No,No,†,439,21.6,20.32,170,17,–
Reese High School,262952006536,Tuscola County,PO Box 389,Reese,MI,48757,389,(989)868-4191,42,Rural: Distant,No,No,Yes,No,275,17.3,15.9,92,14,–
ReethsPuffer High School,262954006544,Muskegon County,1545 N ROBERTS RD,MUSKEGON,MI,49445,1548,(231)744-1647,22,Suburb: Midsize,No,No,Yes,Yes,1166,56.65,20.58,502,78,–
Relevant Academy of Eaton County,260098208243,Eaton County,220 LAMSON ST,GRAND LEDGE,MI,48837,1760,(517)925-5450,21,Suburb: Large,Yes,No,Yes,Yes,62,3.64,17.03,40,4,–
Renaissance Alternative High School,260990001554,Oakland County,6558 WALDON RD,CLARKSTON,MI,48346,2469,(248)623-8060,21,Suburb: Large,No,No,Yes,Yes,166,16.71,9.93,81,5,–
Renaissance High School,262853000793,Allegan County,798 E BRIDGE ST,PLAINWELL,MI,49080,1857,(269)685-1573,31,Town: Fringe,No,No,Yes,Yes,75,3.9,19.23,45,4,–
Renaissance High School,260110304906,Wayne County,6565 WEST OUTER DR,DETROIT,MI,48235,2723,(313)416-4600,11,City: Large,No,No,Yes,Yes,1093,59.4,18.4,555,23,–
Renaissance Virtual School,260990008777,Oakland County,6558 Waldon Rd,Clarkston,MI,48346,,(248)623-5440,21,Suburb: Large,No,No,No,†,877,3.26,269.02,127,7,–
RepublicMichigamme School,262958006548,Marquette County,227 MAPLE ST,REPUBLIC,MI,49879,9261,(906)376-2277,43,Rural: Remote,No,No,Yes,Yes,86,10.68,8.05,46,7,–
Reuther Middle School,262994006579,Oakland County,1430 EAST AUBURN RD,ROCHESTER HILLS,MI,48307,5410,(248)726-4700,21,Suburb: Large,No,No,Yes,No,635,32.4,19.6,174,8,–
Richmond Community High School,262967006549,Macomb County,35320 DIVISION RD,RICHMOND,MI,48062,1378,(586)727-3225,31,Town: Fringe,No,No,No,†,505,25.59,19.73,128,15,–
River Rouge Alternative Virtual Academy,262976008952,Wayne County,1460 COOLIDGE HWY,RIVER ROUGE,MI,48218,1118,(800)297-2119,21,Suburb: Large,No,No,Yes,Yes,139,0,†,110,3,–
River Rouge High School,262976006555,Wayne County,1460 W Coolidge Hwy,River Rouge,MI,48218,1118,(313)297-9600,21,Suburb: Large,No,No,Yes,Yes,1062,36.6,29.02,862,22,–
River Valley Academy,263003000905,Kent County,350 NORTH MAIN ST,ROCKFORD,MI,49341,1020,(616)863-6324,21,Suburb: Large,No,No,Yes,Yes,58,6.35,9.13,27,3,–
River Valley MiddleHigh School,262979006559,Berrien County,15480 THREE OAKS RD,THREE OAKS,MI,49128,9545,(269)756-9541,42,Rural: Distant,No,No,Yes,Yes,287,20,14.35,129,14,–
Riverside Academy,261230001389,Monroe County,445 TOLEDO ST,DUNDEE,MI,48131,1248,(734)529-3916,31,Town: Fringe,No,No,Yes,Yes,62,1.56,39.74,43,1,–
Riverside Academy West Campus,260029101941,Wayne County,6409 SCHAEFER RD,DEARBORN,MI,48126,2212,(313)624-3600,12,City: Midsize,Yes,No,Yes,Yes,439,27.75,15.82,439,0,–
Riverview Community High School,262991006564,Wayne County,12431 LONGSDORF ST,RIVERVIEW,MI,48193,4202,(734)285-7361,21,Suburb: Large,No,No,No,†,854,36.06,23.68,294,17,–
Riverview East High School,261242001412,St. Clair County,6373 KING RD,MARINE CITY,MI,48039,1406,(810)676-1280,23,Suburb: Small,No,Yes,Yes,Yes,60,2.39,25.1,30,3,–
Riverview Virtual Academy,262991008829,Wayne County,12431 LONGSDORF ST,Riverview,MI,48193,4202,(734)285-1693,21,Suburb: Large,No,No,Yes,Yes,234,10.73,21.81,146,3,–
Robichaud Senior High School,261164004621,Wayne County,3601 JANET ST,DEARBORN HEIGHTS,MI,48125,1153,(313)565-8851,21,Suburb: Large,No,No,Yes,Yes,338,23.8,14.2,286,4,–
Rochester Adams High School,262994006577,Oakland County,3200 WEST TIENKEN RD,ROCHESTER HILLS,MI,48306,3734,(248)726-5200,21,Suburb: Large,No,No,No,†,1522,65.84,23.12,101,7,–
Rochester Community Schools Virtual Campus,262994009024,Oakland County,1440 JOHN R RD,ROCHESTER HLS,MI,48307,5700,(248)726-5916,21,Suburb: Large,No,Yes,No,†,469,26.4,17.77,72,4,–
Rochester High School,262994006573,Oakland County,180 SOUTH LIVERNOIS RD,ROCHESTER HILLS,MI,48307,1840,(248)726-5400,21,Suburb: Large,No,No,Yes,No,1712,78.14,21.91,360,34,–
Rockford High School,263003006588,Kent County,4100 KROES ST NE,ROCKFORD,MI,49341,9295,(616)863-6030,21,Suburb: Large,No,No,No,†,1818,102.36,17.76,193,14,–
Rockford HS Freshman Center,263003006592,Kent County,4500 KROES ST NE,ROCKFORD,MI,49341,9641,(616)863-6348,21,Suburb: Large,No,No,No,†,606,37.03,16.37,92,11,–
Rogers City High School,263006006594,Presque Isle County,1033 W HURON AVE,ROGERS CITY,MI,49779,1499,(989)734-9170,33,Town: Remote,No,No,Yes,Yes,275,17.98,15.29,135,25,–
Romeo High School,263009006597,Macomb County,62300 JEWELL RD,WASHINGTON,MI,48094,1640,(586)752-0300,21,Suburb: Large,No,No,No,†,1640,84.95,19.31,297,32,–
Romulus Adult Education Alternative,263012001647,Wayne County,9650 WAYNE RD,ROMULUS,MI,48174,1551,(734)532-1407,21,Suburb: Large,No,No,Yes,Yes,19,1,19,12,0,–
Romulus Senior High School,263012006606,Wayne County,9650 WAYNE RD,ROMULUS,MI,48174,1551,(734)532-1000,21,Suburb: Large,No,Yes,Yes,Yes,651,31.5,20.67,407,13,–
Romulus Virtual Learning Center,263012008721,Wayne County,9650 S Wayne Road,Romulus,MI,48174,,(734)632-1610,21,Suburb: Large,No,Yes,Yes,Yes,245,5.5,44.55,191,0,–
Roosevelt High School,263654007252,Wayne County,540 EUREKA,WYANDOTTE,MI,48192,5709,(734)759-5010,21,Suburb: Large,No,No,Yes,Yes,1349,66,20.44,584,65,–
Roscommon High School,261583005233,Roscommon County,PO Box 825,ROSCOMMON,MI,48653,7638,(989)275-6675,42,Rural: Distant,No,No,Yes,Yes,362,20.54,17.62,157,10,–
Roseville High School,263021006628,Macomb County,17855 COMMON RD,ROSEVILLE,MI,48066,4659,(586)445-5540,21,Suburb: Large,No,No,Yes,Yes,1230,59.6,20.64,797,56,–
Royal Oak High School,263030006637,Oakland County,1500 LEXINGTON BLVD,ROYAL OAK,MI,48073,2475,(248)435-8500,21,Suburb: Large,No,No,No,†,1392,118.6,11.74,313,28,–
Rudyard Area Schools,263036006654,Chippewa County,11185 WEST 2ND ST,RUDYARD,MI,49780,9292,(906)478-3771,42,Rural: Distant,No,Yes,Yes,Yes,627,42.2,14.86,353,55,–
Saginaw Arts and Sciences Academy,263039001171,Saginaw County,1903 N NIAGRA ST,SAGINAW,MI,48602,5561,(989)399-5500,13,City: Small,No,Yes,No,†,412,29,14.21,136,16,–
Saginaw Correctional Facility,260000107860,Saginaw County,9625 PIERCE RD,FREELAND,MI,48623,8102,(989)695-9880,41,Rural: Fringe,No,No,No,†,6,0,†,†,†,†
Saginaw County Juvenile Center,268093000258,Saginaw County,3360 HOSPITAL RD,SAGINAW,MI,48603,9622,(989)799-2821,22,Suburb: Midsize,No,No,No,†,15,4,3.75,12,0,–
Saginaw Covenant Academy,260110608786,Saginaw County,508 S WASHINGTON AVE,SAGINAW,MI,48607,1161,(810)280-0952,13,City: Small,Yes,No,Yes,Yes,102,7,14.57,102,0,–
Saginaw High School,263039006677,Saginaw County,3100 WEBBER ST,SAGINAW,MI,48601,4066,(989)399-6000,13,City: Small,No,No,Yes,Yes,413,28,14.75,353,9,–
Saginaw ISD Transitions Center,268093001410,Saginaw County,3860 FASHION SQUARE BLVD,SAGINAW,MI,48603,2424,(989)399-7400,22,Suburb: Midsize,No,No,No,†,8,11,0.73,†,†,†
SAIL Skills for Adult Independent Living,268052008748,Ingham County,2630 WEST HOWELL RD,MASON,MI,48854,9392,(517)244-1210,41,Rural: Fringe,No,No,No,†,15,2,7.5,9,0,–
Salem High School,262856006419,Wayne County,46181 JOY RD,CANTON,MI,48187,1316,(734)416-2800,21,Suburb: Large,No,Yes,No,†,1941,95.1,20.41,356,28,–
Saline Alternative High School,263066007868,Washtenaw County,7265 N ANN ARBOR ST,SALINE,MI,48176,,(734)401-4040,21,Suburb: Large,No,No,Yes,No,42,1,42,16,2,–
Saline High School,263066006709,Washtenaw County,1300 CAMPUS PKWY,SALINE,MI,48176,8886,(734)401-4201,21,Suburb: Large,No,No,No,†,1666,88.75,18.77,157,19,–
Sand Creek High School,263078006711,Lenawee County,6518 SAND CREEK HWY,SAND CREEK,MI,49279,9703,(517)436-3121,42,Rural: Distant,No,No,Yes,Yes,444,24.05,18.46,177,18,–
Sandusky JuniorSenior High School,263084006714,Sanilac County,191 PINE TREE LN,SANDUSKY,MI,48471,,(810)648-3401,32,Town: Distant,No,No,No,†,470,20.51,22.92,173,22,–
Sanilac Career Center,268096500725,Sanilac County,175 EAST AITKEN RD,PECK,MI,48466,9608,(810)648-4700,42,Rural: Distant,No,No,No,†,0,12,†,–,–,–
Sanilac ISD Special Education Services,268096501413,Sanilac County,46 NORTH JACKSON ST,SANDUSKY,MI,48471,1132,(810)648-2200,32,Town: Distant,No,No,No,†,56,13.21,4.24,29,2,–
Saranac JrSr High School,263093006717,Ionia County,150 PLEASANT ST,SARANAC,MI,48881,8721,(616)642-1100,42,Rural: Distant,No,Yes,Yes,No,423,20.86,20.28,115,6,–
Satterlee School,261716008750,Montcalm County,8153 Satterlee Road,Greenville,MI,48838,,(616)754-3681,41,Rural: Fringe,No,No,Yes,Yes,37,1,37,30,0,–
Saugatuck High School,263096006720,Allegan County,401 ELIZABETH ST,SAUGATUCK,MI,49453,9734,(269)857-2133,31,Town: Fringe,No,No,Yes,No,289,14.95,19.33,78,11,–
Sault Area Career Center,263099008098,Chippewa County,904 MARQUETTE AVE,SAULT SAINTE MARIE,MI,49783,3301,(906)635-3839,41,Rural: Fringe,No,No,No,†,0,7.53,†,–,–,–
Sault Area High School,263099006728,Chippewa County,904 MARQUETTE AVE,SAULT SAINTE MARIE,MI,49783,3301,(906)635-6605,41,Rural: Fringe,No,Yes,No,†,758,27.85,27.22,235,21,–
Schoolcraft High School,263102006732,Kalamazoo County,511 EAST LYONS ST,SCHOOLCRAFT,MI,49087,9623,(269)488-7350,22,Suburb: Midsize,No,No,No,†,478,24.63,19.41,102,22,–
Seiter Education Service Center,268083000653,Montcalm County,1401 EAST VAN DEINSE ST,GREENVILLE,MI,48838,9186,(616)225-4724,32,Town: Distant,No,No,No,†,60,10,6,56,2,–
SER Metro YouthBuild Learning Academy,260110308901,Wayne County,5200 STECKER ST,DEARBORN,MI,48126,3813,(313)945-5200,12,City: Midsize,No,No,No,†,116,0,†,92,1,–
Shared Time,261644001362,Kent County,1331 Franklin St SE,Grand Rapids,MI,49506,,(616)819-3200,12,City: Midsize,No,No,No,†,0,52.6,†,–,–,–
Shawono Center,260000407871,Crawford County,10 NORTH HOWES LAKE RD,GRAYLING,MI,49738,,(517)335-3541,42,Rural: Distant,No,No,No,†,27,0,†,12,0,–
Shelby High School,263132006736,Oceana County,641 NORTH STATE ST,SHELBY,MI,49455,9253,(231)861-4452,42,Rural: Distant,No,No,Yes,Yes,378,25.96,14.56,211,29,–
Sheldon Pines School,268090000253,Ottawa County,6542 136TH AVE,HOLLAND,MI,49424,9243,(616)738-8970,41,Rural: Fringe,No,No,No,†,21,4.2,5,15,1,–
Shepherd High School,263138006741,Isabella County,321 SOUTH 4TH ST,SHEPHERD,MI,48883,9005,(989)828-6601,42,Rural: Distant,No,No,No,†,509,22.75,22.37,186,27,–
Shiawassee RESD Student Learning Center West,268097500726,Shiawassee County,2261 SOUTH M 52,OWOSSO,MI,48867,9206,(989)743-3471,41,Rural: Fringe,No,No,No,†,179,16,11.19,123,7,–
Sigma Academy for Leadership and Early Middle College,260112908940,Wayne County,25 FORD ST,HIGHLAND PARK,MI,48203,3620,(313)285-9185,21,Suburb: Large,Yes,No,Yes,Yes,49,6.55,7.48,45,0,–
Skyline High School,260282007761,Washtenaw County,2552 NORTH MAPLE RD,ANN ARBOR,MI,48103,2155,(734)994-6515,12,City: Midsize,No,Yes,No,†,1323,78.22,16.91,243,8,–
SLCEvergreen,268052000849,Ingham County,611 HAGADORN RD,MASON,MI,48854,9390,(517)244-1354,41,Rural: Fringe,No,No,No,†,28,4.79,5.85,16,2,–
SOAR Academic Institute,263228008631,Wayne County,26141 Schoolcraft,Redford,MI,48239,2791,(313)535-4000,21,Suburb: Large,No,No,No,†,169,5.75,29.39,97,2,–
South Central Michigan Virtual,261962008719,Jackson County,1060 JACKSON XING,JACKSON,MI,49202,2039,(517)841-2820,23,Suburb: Small,No,No,Yes,Yes,353,0.1,3530,264,13,–
South Haven High School,263230006770,Van Buren County,600 ELKENBURG ST,SOUTH HAVEN,MI,49090,1980,(269)637-0500,32,Town: Distant,No,No,No,†,568,30.9,18.38,293,28,–
South Lake High School,263222006751,Macomb County,21900 EAST 9 MILE RD,SAINT CLAIR SHORES,MI,48080,2905,(586)435-1401,21,Suburb: Large,No,No,No,†,515,26.12,19.72,289,30,–
South Lyon East High School,263225001837,Oakland County,52200 10 MILE RD,SOUTH LYON,MI,48178,9757,(248)573-8700,41,Rural: Fringe,No,No,Yes,No,1188,55.35,21.46,201,18,–
South Lyon High School,263225006755,Oakland County,1000 NORTH LAFAYETTE ST,SOUTH LYON,MI,48178,2072,(248)573-8150,22,Suburb: Midsize,No,No,No,†,1326,68.14,19.46,188,21,–
Southeast Career Pathways,261644000885,Kent County,1356 JEFFERSON AVE SE,GRAND RAPIDS,MI,49507,1742,(616)819-3082,12,City: Midsize,No,No,Yes,Yes,103,4,25.75,91,4,–
Southeastern High School,260110304830,Wayne County,3030 Fairview Street,Detroit,MI,48214,2215,(313)866-4500,11,City: Large,No,Yes,Yes,Yes,556,27.4,20.29,452,8,–
Southern Michigan Center for Science Industry SMCSI,261881008638,Lenawee County,550 E Main St,Hudson,MI,49247,,(517)448-8912,42,Rural: Distant,No,No,No,†,0,0.66,†,–,–,–
Southfield High School for the Arts and Technology,263231008774,Oakland County,24661 LAHSER RD,SOUTHFIELD,MI,48033,3238,(248)746-8606,13,City: Small,No,Yes,Yes,Yes,1212,69.64,17.4,676,57,–
Southfield Regional Academic Campus,263231000666,Oakland County,21705 EVERGREEN RD,SOUTHFIELD,MI,48075,3968,(248)746-0047,13,City: Small,No,Yes,Yes,Yes,117,11.6,10.09,77,6,–
Southgate Anderson High School,263234006793,Wayne County,15475 LEROY ST,SOUTHGATE,MI,48195,2641,(734)246-4611,21,Suburb: Large,No,No,No,†,1029,48.1,21.39,456,34,–
Southside Special Educ School,262556006209,Berrien County,1450 SILVERBROOK AVE,NILES,MI,49120,3863,(269)683-0421,13,City: Small,No,No,No,†,38,6,6.33,20,2,–
Southwest MiddleHigh Academia Bilingue,261644008957,Kent County,327 RUMSEY ST SW,GRAND RAPIDS,MI,49503,4935,(616)819-2947,12,City: Midsize,No,No,Yes,Yes,260,13,20,221,12,–
Southwestern Classical Academy,261452005122,Genesee County,1420 WEST 12TH ST,FLINT,MI,48507,1425,(810)760-1400,13,City: Small,No,Yes,Yes,Yes,533,29.4,18.13,491,8,–
Sparta Senior High School,263237006798,Kent County,475 WEST SPARTAN DR,SPARTA,MI,49345,8734,(616)887-8213,41,Rural: Fringe,No,No,No,†,851,40.08,21.23,296,36,–
SPECIAL EDUCATION,263225008493,Oakland County,62500 9 MILE RD,SOUTH LYON,MI,48178,2506,(248)573-8220,22,Suburb: Midsize,No,No,No,†,0,0,†,–,–,–
Special Education Building,263648500771,Wayne County,22650 SIBLEY RD,BROWNSTOWN,MI,48193,8231,(734)783-3322,21,Suburb: Large,No,No,No,†,0,23,†,–,–,–
Special Education Services,268040002023,Genesee County,2413 WEST MAPLE AVE,FLINT,MI,48507,3429,(810)591-4489,21,Suburb: Large,No,No,No,†,14,8.35,1.68,8,0,–
Spring Lake Alternative Education,263255001461,Ottawa County,14707 LEONARD RD,SPRING LAKE,MI,49456,8826,(616)847-7587,41,Rural: Fringe,No,No,Yes,Yes,35,1.6,21.88,19,0,–
Spring Lake High School,263255006806,Ottawa County,16140 148TH AVE,SPRING LAKE,MI,49456,9550,(616)846-5501,41,Rural: Fringe,No,No,No,†,831,40,20.78,100,22,–
Springport High School,263261006808,Jackson County,300 WEST MAIN ST,SPRINGPORT,MI,49284,9517,(517)857-3475,42,Rural: Distant,No,No,Yes,Yes,307,16.2,18.95,157,17,–
St Charles Community MiddleHigh School,263264006812,Saginaw County,881 WEST WALNUT ST,SAINT CHARLES,MI,48655,1257,(989)865-9991,42,Rural: Distant,No,No,Yes,No,342,21.61,15.83,137,7,–
St Charles Virtual School,263264008549,Saginaw County,891 W WALNUT ST,SAINT CHARLES,MI,48655,1297,(989)865-2415,42,Rural: Distant,No,No,Yes,Yes,105,0.23,456.52,66,1,–
St Clair County Intervention Academy,260031601767,St. Clair County,1170 MICHIGAN RD,PORT HURON,MI,48060,4658,(586)731-5300,23,Suburb: Small,Yes,No,Yes,Yes,48,4.2,11.43,48,0,–
St Clair High School,261242004943,St. Clair County,2200 CLINTON AVE,SAINT CLAIR,MI,48079,5243,(810)676-1700,23,Suburb: Small,No,Yes,No,†,746,35.43,21.06,169,9,–
St Ignace Juvenile Detention Facility,260001202058,Mackinac County,W429 PORTAGE ST,SAINT IGNACE,MI,49781,1476,(906)643-8800,41,Rural: Fringe,No,No,No,†,6,1.17,5.13,†,†,†
St Johns High School,263282006827,Clinton County,501 W SICKELS STREET,SAINT JOHNS,MI,48879,,(989)227-4100,31,Town: Fringe,No,No,No,†,935,46.53,20.09,188,24,–
St Joseph High School,263285006834,Berrien County,2521 STADIUM DR,SAINT JOSEPH,MI,49085,1825,(269)926-3200,23,Suburb: Small,No,No,No,†,1034,63.35,16.32,187,20,–
St Louis Correctional Facility,260000107856,Gratiot County,8585 NORTH CROSWELL RD,SAINT LOUIS,MI,48880,9210,(989)681-6444,32,Town: Distant,No,No,No,†,5,0,†,†,†,†
St Louis High School,263288006837,Gratiot County,113 EAST SAGINAW ST,SAINT LOUIS,MI,48880,1755,(989)681-2500,32,Town: Distant,No,No,Yes,Yes,321,16.1,19.94,160,4,–
StandishSterling Central JrSr High School,263294006846,Arenac County,2401 GROVE STREET RD,STANDISH,MI,48658,9186,(989)846-3660,42,Rural: Distant,No,No,Yes,Yes,692,34.83,19.87,308,42,–
Star International Academy,260022801198,Wayne County,24425 HASS ST,DEARBORN HEIGHTS,MI,48127,3275,(313)724-8990,21,Suburb: Large,Yes,No,Yes,Yes,1629,87.85,18.54,1437,57,–
Starkweather Academy Fiegel,262856002047,Wayne County,39750 JOY RD,PLYMOUTH,MI,48170,4731,(734)416-4901,21,Suburb: Large,No,No,Yes,Yes,157,14.4,10.9,67,5,–
Stephenson Area Public School,263300006852,Menominee County,PO Box 529,Stephenson,MI,49887,529,(906)753-2222,43,Rural: Remote,No,No,Yes,Yes,459,24.9,18.43,190,42,–
Sterling Heights Senior HS,263519007112,Macomb County,12901 15 MILE RD,STERLING HEIGHTS,MI,48312,4202,(586)698-4249,21,Suburb: Large,No,No,Yes,Yes,1444,66.1,21.85,973,89,–
Stevenson High School,262184005877,Wayne County,33500 6 MILE RD,LIVONIA,MI,48152,3156,(734)744-2660,13,City: Small,No,No,No,†,1627,76.6,21.24,274,25,–
Stockbridge JrSr High School,263303006858,Ingham County,416 NORTH CLINTON ST,STOCKBRIDGE,MI,49285,9796,(517)851-7770,42,Rural: Distant,No,Yes,No,†,591,31.33,18.86,190,28,–
Stoney Creek High School,262994001286,Oakland County,6755 Sheldon Rd,ROCHESTER HILLS,MI,48306,4542,(248)726-5700,21,Suburb: Large,No,No,Yes,No,1496,71.25,21,192,5,–
STRIVE Academy,263282001813,Clinton County,1013 S US HIGHWAY 27,SAINT JOHNS,MI,48879,2423,(989)227-5200,31,Town: Fringe,No,No,Yes,Yes,39,1.5,26,23,1,–
Stuckey Center,262946008210,Wayne County,26000 Fargo,Redford,MI,48240,,(313)242-3900,21,Suburb: Large,No,No,Yes,Yes,85,18.2,4.67,58,3,–
Student Support Services,260990000678,Oakland County,6389 CLARKSTON RD,CLARKSTON,MI,48346,1613,(248)623-8080,21,Suburb: Large,No,No,No,†,1,0,†,†,†,†
Sturgis High School,263309006864,St. Joseph County,216 VINEWOOD AVE,STURGIS,MI,49091,8426,(269)659-1515,32,Town: Distant,No,No,Yes,Yes,977,44,22.2,547,54,–
Sturgis Schools Adult Education Center,263309002037,St. Joseph County,107 WEST WEST ST,STURGIS,MI,49091,1447,(269)659-1540,32,Town: Distant,No,No,Yes,Yes,35,2.67,13.11,22,1,–
Success Academy,263468008651,Macomb County,23500 MAC ARTHUR BLVD,WARREN,MI,48089,1741,(586)427-0836,12,City: Midsize,No,No,Yes,Yes,64,4.25,15.06,61,1,–
Success Virtual Learning Centers of Michigan,260110408772,Montcalm County,7188 Avenue B,Vestaburg,MI,48891,,(989)424-6314,43,Rural: Remote,Yes,No,Yes,Yes,1658,23,72.09,1248,23,–
Summerfield JuniorSenior High School,263312006868,Monroe County,17555 IDA WEST RD,PETERSBURG,MI,49270,9564,(734)279-1012,42,Rural: Distant,No,No,Yes,No,266,15.05,17.67,52,9,–
Summit Academy North High School,260022501195,Wayne County,18601 MIDDLEBELT RD,ROMULUS,MI,48174,9290,(734)955-1730,41,Rural: Fringe,Yes,No,Yes,Yes,622,29.35,21.19,328,11,–
Sunrise Academy,261305008321,Antrim County,308 MEGUZEE PT,ELK RAPIDS,MI,49629,9597,(231)264-8108,42,Rural: Distant,No,No,Yes,Yes,20,0.9,22.22,13,1,–
Superior Central School,260001906583,Alger County,PO Box 148,Eben Junction,MI,49825,148,(906)439-5531,43,Rural: Remote,No,No,Yes,Yes,343,21.08,16.27,159,33,–
Suttons Bay Senior High School,263336006871,Leelanau County,310 Elm Street,Suttons Bay,MI,49682,367,(231)271-8604,42,Rural: Distant,No,No,Yes,Yes,158,7.78,20.31,72,10,–
Suttons Bay Virtual School,263336008250,Leelanau County,310 Elm Street,Suttons Bay,MI,49682,367,(231)271-8685,42,Rural: Distant,No,No,Yes,Yes,213,6.96,30.6,111,8,–
Swan Valley Adult and Alternative Education,263341001910,Saginaw County,8400 OHERN RD,SAGINAW,MI,48609,5119,(989)921-2471,22,Suburb: Midsize,No,No,Yes,Yes,28,0.25,112,14,0,–
Swan Valley High School,263341006876,Saginaw County,8400 OHERN RD,SAGINAW,MI,48609,5119,(989)921-2401,22,Suburb: Midsize,No,No,No,†,538,30.35,17.73,137,4,–
Swartz Creek High School,263342006881,Genesee County,1 DRAGON DR,SWARTZ CREEK,MI,48473,1265,(810)591-1801,21,Suburb: Large,No,No,No,†,1052,47.34,22.22,390,34,–
Swartz Creek Virtual Learning Center,263342000836,Genesee County,8230 CRAPO ST,SWARTZ CREEK,MI,48473,1359,(810)591-4380,21,Suburb: Large,No,No,Yes,Yes,165,1.8,91.67,105,6,–
Tawas Area High School,263351006885,Iosco County,255 WEST M 55,TAWAS CITY,MI,48763,9252,(989)984-2100,41,Rural: Fringe,No,No,No,†,380,20.03,18.97,150,8,–
Taylor Career and Technical Center,263354007581,Wayne County,9601 WESTLAKE ST,TAYLOR,MI,48180,3129,(313)295-5750,13,City: Small,No,No,No,†,0,11.97,†,–,–,–
Taylor High School,263354006910,Wayne County,11211 BEECH DALY RD,TAYLOR,MI,48180,3942,(734)946-6551,13,City: Small,No,No,Yes,Yes,1286,73.33,17.54,830,37,–
Taylor Preparatory High School,260106108531,Wayne County,9540 TELEGRAPH RD,TAYLOR,MI,48180,3356,(313)668-2100,13,City: Small,Yes,No,Yes,Yes,416,22.63,18.38,267,24,–
Taylor Virtual Learning Academy,263354008364,Wayne County,9551 WESTLAKE ST,TAYLOR,MI,48180,3173,(313)295-5757,13,City: Small,No,No,Yes,Yes,584,0,†,390,15,–
TBA Career Tech Center,268044000522,Grand Traverse County,880 PARSONS RD,TRAVERSE CITY,MI,49686,3622,(231)922-6260,33,Town: Remote,No,No,No,†,0,35.4,†,–,–,–
Technical Education Center,268094000717,St. Clair County,PO Box 1500,Marysville,MI,48040,,(810)364-8990,23,Suburb: Small,No,No,No,†,0,15.45,†,–,–,–
Tecumseh High School,263372006918,Lenawee County,760 BROWN ST,TECUMSEH,MI,49286,1006,(517)423-6008,32,Town: Distant,No,No,No,†,751,37.5,20.03,155,35,–
Tecumseh Virtual Academy,263372008469,Lenawee County,760 BROWN ST,TECUMSEH,MI,49286,1006,(517)423-6008,32,Town: Distant,No,No,Yes,Yes,77,1,77,29,2,–
Tekonsha Schools,263375006922,Calhoun County,245 SOUTH ELM ST,TEKONSHA,MI,49092,9266,(517)767-4121,42,Rural: Distant,No,No,Yes,Yes,222,14.69,15.11,131,11,–
