ProperName,PopularName,ProperName_Score,PopularName_Score,MHSAA_SchoolId,SchoolInfo_Index,School_Name,City
brimley elementary school,Brimley Elementary School,81,72,9836,1262,webb elementary school,FERNDALE
central elementary school,Central Elementary School,81,72,9852,1262,webb elementary school,FERNDALE
kimball christian academy,Kimball Christian Academy,81,72,9918,1420,novi christian academy,NOVI
crossroads charter acad elementary,Crossroads Charter Acad Elementary,81,72,9995,312,crossroads charter academy 712,BIG RAPIDS
britton-macon high school,Britton-Macon,80,45,4054,142,bridgman high school,BRIDGMAN
standish-sterling high school,Standish-Sterling,80,48,4070,1122,standishsterling central jrsr high school,STANDISH
cardinal mooney catholic high school,Marine City Cardinal Mooney,80,56,4167,1338,cardinal mooney catholic,MARINE CITY
willow run high school,Ypsilanti Willow Run,80,48,4238,1294,williamston high school,WILLIAMSTON
ross beatty high school,Cassopolis,80,56,4349,496,grosse ile high school,GROSSE ILE
lutheran high school westland,Lutheran Westland,80,51,4595,1401,lutheran high school north,MACOMB
light and life christian high school,Taylor Light and Life Christian,80,57,4603,1369,grand rapids christian high school,GRAND RAPIDS
michigan health academy,Detroit Michigan Health Academy,80,67,4641,822,michigan cyber academy,HAZEL PARK
manistique area schools,Manistique Area Schools,80,70,5086,697,lanse area school,LANSE
macomb christian school 7/8,Macomb Christian School 7/8,80,72,5356,1316,algoma christian school,KENT CITY
trinity christian middle schl,Trinity Christian Middle Schl,80,69,5446,1455,tri-unity christian school,WYOMING
st gerard school,St Gerard School,80,67,5528,1445,st mary school,LAKE LEELANAU
rosa parks school,Rosa Parks School,80,69,5563,425,forest park school,CRYSTAL FALLS
vetal school,Vetal School,80,70,5568,1458,valley school,SWARTZ CREEK
covenant academy,Covenant Academy,80,71,5755,1063,saginaw covenant academy,SAGINAW
florida school for the deaf,Jacksonville Florida School for the Deaf (FL),80,58,5857,828,michigan school for the deaf,FLINT
mckeesport high school,Mckeesport (PA),80,40,6325,308,covert high school,COVERT
georgia school for the deaf,Georgia School For The Deaf (GA),80,60,8379,828,michigan school for the deaf,FLINT
strong vincent high school,Erie Strong Vincent (PA),80,50,9085,161,byron center high school,BYRON CENTER
perry innovation center,Perry Innovation Center,80,68,9938,962,parchment innovation center,KALAMAZOO
mason academy,Mason Academy,80,72,9983,10,aces academy,ALPENA
dowagiac union high school,Dowagiac,79,40,4208,1188,union high school,GRAND RAPIDS
forest hills eastern high school,Ada Forest Hills Eastern,79,49,4224,1098,southeastern high school,Detroit
first assembly christian high school,Portage First Assembly Christian,79,53,4544,1456,unity christian high school,HUDSONVILLE
academy of oak park high school,Academy of Oak Park Mendota,79,59,4606,5,academy of the americas high school,DETROIT
muskegon training & education center,Muskegon Training & Education Center,79,70,4626,291,continuing education center,CLINTON TOWNSHIP
academy of michigan,Oak Park Academy of Michigan,79,67,4665,565,hope academy of west michigan,Grand Rapids
grandport academy,Ecorse Grandport Acad,79,54,4672,130,bradford academy,SOUTHFIELD
detroit country day school middle school,Detroit Country Day School MS,79,80,4788,1349,detroit country day school,BEVERLY HILLS
croswell lexington middle sch,Croswell Lexington Middle Sch,79,69,4831,313,croswelllexington high school,CROSWELL
crescent academy,Southfield Crescent,79,57,5027,10,aces academy,ALPENA
carney-nadeau middle school,Carney-Nadeau MS,79,52,5048,191,carneynadeau public school,Carney
grace lutheran school,Grace Lutheran School,79,70,5415,1368,grace christian school,WATERVLIET
thompson k-8 international academy,Southfield Thompson K-8 International Academy,79,65,5441,629,jenison international academy,JENISON
calvary schools of holland middle school,Calvary Schools of Holland MS,79,84,5503,1336,calvary schools of holland,HOLLAND
frederick douglass academy,Frederick Douglass Academy,79,70,5561,434,frederick douglass academy for young men,DETROIT
da vinci institute 7th/8th,Jackson da Vinci Institute 7th/8th,79,61,5588,314,da vinci institute 612,JACKSON
westside christian academy 6-8,Westside Christian Academy 6-8,79,69,5635,1463,west highland christian academy,MILFORD
central academy 7th/8th,Central Academy 7th/8th,79,68,5646,213,central academy,ANN ARBOR
academy for business & technology 7/8,Academy for Business & Technology 7/8,79,71,5658,3,academy for business and technology high school,MELVINDALE
brewer academy,Brewer JHS,79,39,8358,104,benzie academy,BENZONIA
arkansas school for the deaf,Arkansas School For The Deaf (AR),79,59,8380,828,michigan school for the deaf,FLINT
detroit northwestern high school,Detroit Northwestern,79,52,8915,910,northwest high school,JACKSON
clonlara school 7th/8th,Clonlara School 7th/8th,79,68,9136,1342,clonlara school,ANN ARBOR
manchester high school (va),Manchester HS (VA),79,46,9147,1047,rochester high school,ROCHESTER HILLS
fayette r-3 high school,Fayette R-3 HS,79,38,9220,786,marlette jrsr high school,MARLETTE
springfield christian academy ,Springfield Christian Academy ,79,71,9460,1377,heritage christian academy,KALAMAZOO
potter school,Potter Elementary,79,56,9715,1428,potters house school,GRAND RAPIDS
academy of the americas,Detroit Academy of the Americas,79,64,9874,5,academy of the americas high school,DETROIT
carstens academy,Carstens Academy,79,71,9976,10,aces academy,ALPENA
holbrook elementary school,Holbrook Elementary School,79,71,9997,1262,webb elementary school,FERNDALE
chandler park academy,Harper Woods Chandler Park,78,56,3858,224,chandler park academy high school,HARPER WOODS
sterling heights high school,Sterling Heights,78,67,4138,929,ogemaw heights high school,West Branch
pentecostal christian academy,Detroit Pentecostal Christian,78,51,4243,1420,novi christian academy,NOVI
forest hills central high school,Grand Rapids Forest Hills Central,78,59,4311,1004,portage central high school,PORTAGE
mt morris (eaj) high school,Mt Morris,78,44,4336,850,morrice area high school,MORRICE
mt pleasant baptist academy,Mt Pleasant Baptist,78,51,4633,1324,berean baptist academy,ADRIAN
charles c rogers academy high school,Detroit Rogers,78,56,4643,224,chandler park academy high school,HARPER WOODS
britton-macon area school,Britton-Macon Area School,78,70,4851,938,ontonagon area school,ONTONAGON
oj dejonge middle school,OJ DeJonge MS,78,35,4937,926,oakridge middle school,MUSKEGON
fair plain middle school,Fair Plain MS,78,44,5106,508,hamilton middle school,HAMILTON
holy spirit central school,Holy Spirit Central School,78,65,5323,1140,superior central school,Eben Junction
trinity lutheran school,Port Huron Trinity Lutheran School,78,65,5367,1455,tri-unity christian school,WYOMING
cutlerville christian middle school,Cutlerville Christian School,78,77,5409,1355,factoryville christian school,ATHENS
st john's lutheran school,St John's Lutheran School,78,67,5411,1464,west michigan lutheran school,WYOMING
zion lutheran school,Zion Lutheran School,78,68,5483,1469,zion christian school,BYRON CENTER
carver stem academy,Carver STEM Academy,78,67,5570,1039,riverside academy,DUNDEE
mt pleasant baptist academy,Mt Pleasant Baptist Academy,78,69,5580,1324,berean baptist academy,ADRIAN
concord academy boyne 6th/7th/8th,Concord Academy Boyne 7th/8th,78,72,5652,285,concord academy boyne,BOYNE CITY
international academy at hull school,Benton Harbor International Acad at Hull School,78,59,5701,919,oakland international academy high school,HAMTRAMCK
pentecostal christian academy,Pentecostal Christian Academy,78,71,5721,1420,novi christian academy,NOVI
mission viejo high school,Mission Viejo (CA),78,38,6044,799,mason senior high school,ERIE
fox chapel high school,Pittsburgh Fox Chapel (PA),78,43,6473,238,chelsea high school,CHELSEA
everest collegiate high school,Clarkston Everest Collegiate,78,53,7346,400,everett high school,LANSING
trinity lutheran school,Muskegon Trinity Lutheran School,78,62,7386,1455,tri-unity christian school,WYOMING
trinity lutheran school,Traverse City Trinity Lutheran School,78,69,7393,1455,tri-unity christian school,WYOMING
trinity lutheran school,Sturgis Trinity Lutheran School,78,63,7402,1455,tri-unity christian school,WYOMING
trinity lutheran school,Sawyer Trinity Lutheran School,78,64,7405,1455,tri-unity christian school,WYOMING
trinity lutheran school,Jackson Trinity,78,59,7417,1455,tri-unity christian school,WYOMING
endeavour middle school,Endeavour MS,78,40,8403,524,hart middle school,ROCHESTER HILLS
bunche preparatroy academy,Detroit Bunche,78,55,8881,639,joy preparatory academy,DETROIT
bloomfield christian school (mi),Bloomfield Christian School,78,78,8980,1440,southfield christian school,SOUTHFIELD
st xavier high school (ky),Louisville St Xavier (KY),78,45,9084,1116,st clair high school,SAINT CLAIR
honey creek community school,Honey Creek Community School,78,69,9323,882,newcomers community school,GRAND RAPIDS
big rapids homeschoolers,Big Rapids Homeschoolers,78,65,9485,114,big rapids high school,BIG RAPIDS
marcellus elementary school,Marcellus Elementary School,78,69,9740,1262,webb elementary school,FERNDALE
fulton elementary school,Fulton Elementary School,78,70,9755,1262,webb elementary school,FERNDALE
summit academy north,Romulus Summit Academy North,77,60,3852,1138,summit academy north high school,ROMULUS
sacred heart academy high school,Mount Pleasant Sacred Heart,77,54,4197,224,chandler park academy high school,HARPER WOODS
notre dame preparatory school,Pontiac Notre Dame Prep,77,49,4617,1417,notre dame preparatory school & marist academy,PONTIAC
river of life christian school,Mt Clemens River Of Life Christian,77,55,4618,1409,mt. olivet christian school,BELLEVUE
rapid river middle school,Rapid River MS,77,52,4892,926,oakridge middle school,MUSKEGON
chippewa hills intermediate school,Chippewa Hills Intermediate School,77,67,5188,243,chippewa hills high school,REMUS
g r ford middle school,Grand Rapids G R Ford,77,54,5220,926,oakridge middle school,MUSKEGON
holmes stem academy,Holmes STEM Academy,77,59,5327,457,genesee stem academy,Flint
powell township school,Powell Township School,77,70,5455,1288,whitefish township school,PARADISE
river of life christian school,River of Life Christian School,77,67,5487,1409,mt. olivet christian school,BELLEVUE
east side academy,East Side Academy,77,71,5553,1130,strive academy,SAINT JOHNS
st michael school,St Michael School,77,62,5650,1445,st mary school,LAKE LEELANAU
countryside charter school,Countryside Charter School,77,68,5655,930,ojibwe charter school,BRIMLEY
erie cathedral prep high school,Erie Cathedral Prep (PA),77,46,6132,105,benzie central sr high school,BENZONIA
west side academy,Detroit West Side Academy,77,67,8404,1130,strive academy,SAINT JOHNS
leelanau home school,Leelanau Home School (MI),77,59,8771,1450,the leelanau school,GLEN ARBOR
st monica school ,Kalamazoo St Monica ,77,57,8919,1445,st mary school,LAKE LEELANAU
howell christian home school,Howell Christian Home School,77,67,9019,1379,howardsville christian school,MARCELLUS
kalamazoo home school,Kalamazoo Home School,77,64,9020,1387,kalamazoo christian school,KALAMAZOO
st michael school,Pinconning St Michael,77,65,9484,1445,st mary school,LAKE LEELANAU
cape center,Benton Harbor CAPE Center,77,58,9765,694,lamphere center,MADISON HEIGHTS
jefferson-douglas academy,Jefferson Douglas Academy,77,68,9902,298,cornerstone jeffersondouglass academy,Detroit
tau beta school,Tau Beta School,77,65,9996,26,alba school,ELMIRA
countryside academy,Benton Harbor Countryside Academy,76,58,3913,1139,sunrise academy,ELK RAPIDS
murray-wright high school,Detroit Murray-Wright,76,51,3937,143,brighton high school,BRIGHTON
u of d jesuit high school,Detroit U of D Jesuit,76,56,4131,1015,quest high school,North Branch
cleveland intermediate high school,Detroit Cleveland Intermediate,76,51,4156,1312,zeeland east high school,ZEELAND
holy redeemer high school,Detroit Holy Redeemer,76,52,4440,558,holly high school,HOLLY
oakfield baptist academy,Rockford Oakfield Baptist,76,49,4642,1361,fellowship baptist academy,CARSON CITY
rudolf steiner school,Ann Arbor Rudolf Steiner,76,47,4653,1434,rudolf steiner school of ann arbor,ANN ARBOR
henderson academy,Henderson Academy,76,69,4689,1353,eton academy,BIRMINGHAM
pathfinder school,Pathfinder School,76,69,5255,54,asher school,SOUTHGATE
st paschal school,St Paschal School,76,63,5486,1447,st patrick school,PORTLAND
detroit open school,Detroit Open School,76,62,5566,1349,detroit country day school,BEVERLY HILLS
oakfield baptist academy,Oakfield Baptist Academy,76,68,5594,1361,fellowship baptist academy,CARSON CITY
st mary of the lake school,St Mary Of The Lake School,76,60,5633,1443,st mary cathedral school,GAYLORD
phoenix academy,Phoenix Academy,76,69,5736,104,benzie academy,BENZONIA
britton deerfield schools,Britton Deerfield,76,56,8832,145,britton deerfield schoolsbritton building,Britton
bow elementary middle school,Detroit Bow Elementary,76,50,8882,1262,webb elementary school,FERNDALE
petoskey homeschoolers,Petoskey Homeschoolers,76,67,8957,979,petoskey high school,PETOSKEY
lapeer faith home school,Lapeer Faith Home School,76,67,9027,699,lapeer high school,LAPEER
creative montessori academy,Creative Montessori Academy,76,69,9224,477,grand rapids montessori academy,GRAND RAPIDS
holly academy,Holly Academy,76,67,9241,790,marshall academy,MARSHALL
north park montessori,North Park Montessori,76,68,9302,902,north star montessori academy,MARQUETTE
athens factoryville christian,Athens Factoryville Christian,76,69,9488,1355,factoryville christian school,ATHENS
jackson prep & early college high school,Jackson Prep,76,57,9564,813,meridian early college high school,SANFORD
wexford montessori academy,Wexford Montessori Academy,76,69,9887,902,north star montessori academy,MARQUETTE
charlevoix elementary school,Charlevoix Elementary School,76,68,9897,1262,webb elementary school,FERNDALE
the potter's house christian high school,Wyoming Potter's House Christian,75,53,3963,1439,south christian high school,BYRON CENTER
holt lutheran school high school,Holt Lutheran,75,46,4092,1457,valley lutheran high school,SAGINAW
bishop gallagher high school,Harper Woods Bishop Gallagher,75,60,4124,1086,shepherd high school,SHEPHERD
michigan technical academy high school,Redford Michigan Technical,75,59,4627,204,cass technical high school,DETROIT
detroit urban lutheran high school,Detroit Urban Lutheran,75,51,4631,1380,huron valley lutheran high school,WESTLAND
northwest academy,Charlevoix Northwest Academy,75,67,4649,1318,andrews academy,BERRIEN SPRINGS
north hills classical academy,Grand Rapids North Hills Classical,75,56,4661,1105,southwestern classical academy,FLINT
lumen christi school 7/8,Lumen Christi 7/8,75,52,4971,1334,calhoun christian school,BATTLE CREEK
norup international school,Norup International School,75,68,5035,1277,western international high school,DETROIT
northern foundation academy,Northern Foundation Academy,75,67,5372,600,international academy,BLOOMFIELD HILLS
david outwin middle school,David Outwin MS,75,47,5391,508,hamilton middle school,HAMILTON
mt calvary lutheran school,Mt Calvary Lutheran School,75,68,5407,1335,calvary christian schools,FRUITPORT
north hills classical academy,North Hills Classical Academy,75,68,5629,1105,southwestern classical academy,FLINT
gardner international magnet school,Gardner International,75,67,5680,824,michigan international prep school,Elsie
voyageur academy ,Voyageur Academy MS,75,61,5703,1211,venture academy,ZEELAND
michigan collegiate ms,Conner Creek Academy East,75,58,5741,820,michigan collegiate middlehigh school,WARREN
kentucky school for the deaf,Danville Kentucky School for the Deaf (KY),75,57,6769,828,michigan school for the deaf,FLINT
linden grove middle school,Kalamazoo Linden Grove,75,54,7421,926,oakridge middle school,MUSKEGON
crockett midtown high school of science & medicine ,Detroit Crockett Midtown Science & Medicine ,75,51,9073,99,benjamin carson high school of science and medicine,Detroit
gilman school,Baltimore Gilman School (MD),75,53,9083,26,alba school,ELMIRA
midland homeschoolers,Midland Homeschoolers,75,65,9357,831,midland high school,MIDLAND
nouvel catholic central ms,Nouvel Catholic Central MS,75,67,9427,1411,muskegon catholic central,MUSKEGON
sandusky elementary school,Sandusky Elementary School,75,67,9733,1262,webb elementary school,FERNDALE
holland homeschoolers,Holland Homeschoolers,75,65,9788,556,holland high school,HOLLAND
ludington area catholic school,Ludington Area Catholic School,75,67,9816,756,ludington high school,LUDINGTON
scott school,Scott School,75,67,9975,292,cooke school,NORTHVILLE
will carleton academy,Hillsdale Will Carleton Academy,74,67,4001,1293,will carleton charter school academy,HILLSDALE
l'anse creuse north high school,Macomb L'Anse Creuse North,74,44,4230,37,alma senior high school,ALMA
holy family school,Holy Family School,74,63,5404,558,holly high school,HOLLY
freedom baptist school 7/8,Freedom Baptist School 7/8,74,65,5452,436,freedom acres school,IONIA
flint southwestern classical  academy middle school,Southwestern Classical Academy MS,74,86,5470,1105,southwestern classical academy,FLINT
stephens school,Stephens School,74,67,5562,54,asher school,SOUTHGATE
kingsbury country day school,Kingsbury Country Day School,74,63,5620,1349,detroit country day school,BEVERLY HILLS
mt zion christian,Mt Zion Christian,74,63,5706,1469,zion christian school,BYRON CENTER
madison academy,Burton Madison Academy,74,67,8319,10,aces academy,ALPENA
tennessee school for the deaf,Tennessee School For The Deaf (TN),74,55,8378,828,michigan school for the deaf,FLINT
way point academy,Muskegon Way Point,74,60,8875,1183,turning point academy,Detroit
st. johns homeschoolers,St. Johns Homeschoolers,74,62,8956,1118,st johns high school,SAINT JOHNS
charyl stockwell prep academy,Brighton Charyl Stockwell Prep,74,48,9050,234,charyl stockwell academy high school,BRIGHTON
highland park renaissance academy high school,Highland Park Renaissance Academy,74,62,9121,224,chandler park academy high school,HARPER WOODS
michigan math & science academy,Warren Michigan Math & Science,74,55,9180,825,michigan mathematics and science academy dequindre,Warren
owosso homeschoolers,Owosso Homeschoolers,74,63,9373,955,owosso high school,OWOSSO
battle creek bedford bible school,Battle Creek Bedford Bible School,74,65,9378,75,battle creek central high school,BATTLE CREEK
hamtramck bridge academy,Hamtramck Bridge Academy,74,63,9486,138,bridge academy,HAMTRAMCK
sterling heights storm homeschoolers,Sterling Heights Storm Homeschoolers,74,65,9510,1126,sterling heights senior hs,STERLING HEIGHTS
pine street elementary,Pine Street Elementary,74,68,9678,990,pine tree center,LAKE ORION
madison carver academy,Madison Carver Academy,74,65,9734,65,bangor career academy,BANGOR
north central elementary school,North Central Elementary School,74,65,9892,892,north central area senior high school,POWERS
sacred heart elementary,Sacred Heart Elementary,74,65,9893,1436,sacred heart academy,MOUNT PLEASANT
cooke stem academy,Cooke STEM Academy,74,61,9959,457,genesee stem academy,Flint
st martin de porres high school,Detroit St Martin dePorres,73,51,3911,793,martin high school,MARTIN
bishop borgess high school,Redford Bishop Borgess,73,55,4046,464,gobles high school,Gobles
maplewood baptist academy,Kinross Maplewood Baptist,73,48,4200,1362,fostoria baptist academy,FOSTORIA
st katharine drexel high school,Redford St Katherine,73,52,4444,517,harper creek high school,BATTLE CREEK
cranbrook kingswood high school,Bloomfield Hills Cranbrook Kingswood,73,62,4487,310,crestwood high school,DEARBORN HEIGHTS
ingham academy,Lansing Ingham Academy,73,63,4600,1441,spring vale academy,OWOSSO
michigan automotive academy,Detroit Michigan Automotive,73,54,4654,821,michigan connections academy,OKEMOS
cesar chavez academy,Cesar Chavez Academy MS,73,60,4696,402,excel charter academy,GRAND RAPIDS
macatawa bay school,Macatawa Bay School,73,67,4731,966,pathway school,HOWELL
martin g atkins middle school,Saginaw Martin G Atkins,73,54,4894,100,benjamin franklin middle school,WAYNE
st pius x catholic school,St Pius X Catholic School,73,63,5256,1320,austin catholic high school,CHESTERFIELD
st mary's assumption school,St Mary's Assumption School,73,62,5280,1446,st mary's preparatory school,ORCHARD LAKE
c.b. sabbath middle school,River Rouge Sabbath School,73,69,5373,524,hart middle school,ROCHESTER HILLS
birney k-8 school,Birney K-8 School,73,67,5431,672,kinney school,MOUNT PLEASANT
du kette catholic school,Du Kette Catholic School,73,65,5460,1462,west catholic high school,GRAND RAPIDS
dutton christian middle sch,Dutton Christian Middle Sch,73,63,5464,1385,jackson christian middle/high school,JACKSON
malcolm x academy,Malcom X Academy,73,64,5536,790,marshall academy,MARSHALL
marquette school,Marquette School,73,64,5573,788,marquette senior high school,MARQUETTE
island city academy,Island City Academy,73,65,5603,709,legacy academy,DETROIT
hillel day school,Hillel Day School,73,67,5610,504,hale area school,HALE
g r montessori middle school,G R Montessori MS,73,54,5713,1033,reuther middle school,ROCHESTER HILLS
central foundation academy,Flint Central MS,73,56,5760,213,central academy,ANN ARBOR
the potter's house ms,Grand Rapids Potter's House MS,73,56,7410,1428,potters house school,GRAND RAPIDS
burns elementary middle school,Detroit Burns,73,51,7412,1262,webb elementary school,FERNDALE
casman academy 7/8,Manistee-Casman Academy 7/8,73,56,8230,177,caps academy,COOPERSVILLE
grand rapids homeschoolers,Grand Rapids Homeschoolers,73,62,8979,366,east grand rapids high school,GRAND RAPIDS
jackson community college,Jackson Community College,73,64,9021,618,jackson county jail,JACKSON
vineyard academy,Vineyard Academy,73,67,9030,603,inverness academy,CHEBOYGAN
bay city academy,Bay City Academy JHS,73,56,9164,709,legacy academy,DETROIT
academy west,Flint Academy West,73,62,9419,2,academy 21,WARREN
berrien springs ruth murdoch,Berrien Springs Ruth Murdoch,73,65,9777,109,berrien springs high school,BERRIEN SPRINGS
comstock compass,Comstock Compass,73,64,9921,281,comstock compass high school,KALAMAZOO
chassell copper county christian,Chassell Copper County Christian,73,63,9929,1344,copper country christian school,CALUMET
new mexico school for the deaf (nm),New Mexico School for the Deaf (NM),73,63,9999,828,michigan school for the deaf,FLINT
charlotte forten academy,Detroit Charlotte Forten Academy,72,59,3853,233,charlton heston academy,SAINT HELEN
maxey training school,Whitmore Lake Maxey Training School,72,67,4088,785,marion high school,Marion
frankel jewish academy,West Bloomfield Frankel Jewish Academy,72,55,4218,1364,frankel jewish academy of metro detroit,WEST BLOOMFIELD
immaculate conception high school,Warren Immaculate Conception,72,57,4345,252,clare pioneer high school,CLARE
frederick douglass high school,Detroit Douglass,72,58,4620,1036,river rouge high school,River Rouge
marshall greene middle school,Marshall Greene MS,72,53,4749,524,hart middle school,ROCHESTER HILLS
holy cross elementary school,Holy Cross Elementary School,72,64,5405,1262,webb elementary school,FERNDALE
ludington magnet & honors school,Ludington Magnet & Honors School,72,64,5422,756,ludington high school,LUDINGTON
holy angels catholic school,Holy Angels Catholic School,72,66,5488,1424,our lady of the lakes catholic school,WATERFORD
st john's lutheran school k-8,St John's Lutheran School k-8,72,62,5508,1464,west michigan lutheran school,WYOMING
dorothy fisher school,Dorothy Fisher School,72,67,5572,898,north huron school,KINDE
kingdom academy,Kingdom Academy,72,72,5636,351,dk academy,DELTON
charlotte forten academy,Charlotte Forten Academy,72,64,5643,233,charlton heston academy,SAINT HELEN
weston technical academy,Weston Technical Academy,72,68,5654,364,east china virtual academy,EAST CHINA
holy name catholic school ,Holy Name School 6-8,72,56,5684,1437,shrine catholic high school,ROYAL OAK
benton harbor charter academy,Benton Harbor Charter Academy,72,60,5690,65,bangor career academy,BANGOR
mississippi school for the deaf (ms),Mississippi School For The Deaf (MS),72,56,6857,828,michigan school for the deaf,FLINT
ruben daniels middle school,Ruben Daniels MS,72,44,7357,94,bellaire middlehigh school,BELLAIRE
mackinaw trail middle school,Cadillac Mackinaw Trail,72,52,7411,759,mackinac island school,Mackinac Island
multicultural academy,Ann Arbor Multicultural Academy,72,57,8301,213,central academy,ANN ARBOR
university prep art & design,Detroit University Prep Art & Design,72,55,8316,1198,university preparatory art design middlehigh,DETROIT
kalamazoo homeschoolers,Kalamazoo Homeschoolers,72,64,8955,1388,kalamazoo christian schools,KALAMAZOO
chatfield school ,Chatfield School ,72,65,9425,748,litchfield high school,LITCHFIELD
north grand rapids homeschoolers,North Grand Rapids Homeschoolers,72,62,9489,366,east grand rapids high school,GRAND RAPIDS
pleasant view academy,Pleasant View Academy,72,67,9886,414,flat river academy,GREENVILLE
richardson elementary school,Richardson Elementary School,72,64,9994,1262,webb elementary school,FERNDALE
morey public school academy,Shepherd Morey Public School,71,67,3935,867,nah tah wahsh public school academy,WILSON
dearborn riverside academy-west,Dearborn Riverside Academy West,71,67,3989,1039,riverside academy,DUNDEE
keweenaw academy,Mohawk Keweenaw,71,42,4655,213,central academy,ANN ARBOR
greenfield union ,Detroit Greenfield,71,51,4681,493,greenfield school,HILLSDALE
the dearborn academy,The Dearborn Academy,71,65,4682,516,harper academy,Harper Woods
new ms academy-east,New MS Academy-East,71,53,4693,1318,andrews academy,BERRIEN SPRINGS
burton glen charter academy,Burton Glen Charter Academy,71,62,4695,65,bangor career academy,BANGOR
holy rosary school,Holy Rosary School,71,62,5038,504,hale area school,HALE
harrison park,Harrison Park,71,64,5060,521,harrison center,PORT HURON
gros cap school,Gros Cap School,71,64,5462,851,mosaic school,REMUS
holy cross school,Holy Cross School,71,60,5526,558,holly high school,HOLLY
renaissance ps academy,Renaissance PS Academy,71,61,5608,10,aces academy,ALPENA
st joseph academy,St Joseph Academy,71,62,5665,960,pansophia academy,COLDWATER
greater life academy,Greater Life Academy,71,65,5743,482,grand traverse academy,TRAVERSE CITY
novi homeschoolers,Novi Homeschoolers,71,60,9178,913,novi high school,NOVI
grosse pointe academy,Grosse Pointe Academy,71,63,9242,1183,turning point academy,Detroit
dickinson cultural academy,Dickinson Cultural Academy,71,67,9301,1219,viking virtual academy,HAZEL PARK
wyoming (mi) homeschoolers,Wyoming (MI) Homeschoolers,71,62,9366,1306,wyoming high school,WYOMING
vassar juniata christian,Vassar Juniata Christian,71,62,9803,1386,juniata christian school,VASSAR
kalamazoo juvenile homeschoolers,Kalamazoo Juvenile Homeschoolers,71,63,9922,644,kalamazoo county juvenile home youth center school,KALAMAZOO
academy for business & tech,Melvindale Academy for Business & Tech,70,56,3941,3,academy for business and technology high school,MELVINDALE
lutheran north,Macomb Lutheran North,70,51,4366,1401,lutheran high school north,MACOMB
detroit world outreach christian academy,Dearborn Heights Detroit World,70,61,4591,1377,heritage christian academy,KALAMAZOO
walter french academy,Lansing Walter French,70,52,4651,717,lifetech academy,LANSING
mckinley communication arts academy,McKinley Communication Arts Academy,70,60,5242,821,michigan connections academy,OKEMOS
detroit world outreach christian academy,Detroit World Outreach Christian Academy,70,64,5298,1377,heritage christian academy,KALAMAZOO
hudsonville christian middle,Hudsonville Christian Middle,70,63,5320,1379,howardsville christian school,MARCELLUS
st elizabeth catholic school,St Elizabeth Catholic School,70,63,5403,1392,lake michigan catholic school,SAINT JOSEPH
bishop kelley school,Bishop Kelley School,70,65,5477,1452,the valley school,SWARTZ CREEK
dixon educational learning academy,Dixon Educational Learning Academy,70,63,5569,1194,universal learning academy,WESTLAND
northwestern foundation academy,Northwestern-Edison,70,56,5638,902,north star montessori academy,MARQUETTE
clippert multicultural honors academy,Clippert Multicultural Honors Academy,70,67,5730,421,flint cultural center academy,FLINT
united military academy,Pittsburgh United Military Academy (PA),70,51,8289,1201,uplift michigan academy,STEPHENSON
holy spirit catholic school 7/8,Brighton Holy Spirit,70,53,8884,1400,lumen christi catholic school,JACKSON
st augustine school ,Kalamazoo St Augustine ,70,57,8918,1447,st patrick school,PORTLAND
ferndale alternative,Ferndale Alternative,70,61,8961,965,pathfinders alternative ed,DOWAGIAC
saginaw mmche homeschoolers,Saginaw MMCHE Homeschoolers,70,61,8985,1064,saginaw high school,SAGINAW
butternut homeschool,Butternut Homeschool,70,65,9026,1428,potters house school,GRAND RAPIDS
northern michigan university,Northern Michigan University (SCH),70,59,9031,1415,northern michigan christian academy,BURT LAKE
casa richard academy,Detroit Casa Richard,70,57,9045,1436,sacred heart academy,MOUNT PLEASANT
huda school and montessori school,Huda School and Montessori School,70,63,9226,1403,meadow montessori school,MONROE
lakers home school team,Lakers Home School Team,70,56,9240,683,laker high school,PIGEON
clinton county homeschoolers,Clinton County Homeschoolers,70,64,9358,266,clio community high school,CLIO
battle creek united hockey,Battle Creek United Hockey,70,61,9795,1322,battle creek academy,BATTLE CREEK
wyoming intermediate school,Wyoming Intermediate School,70,63,9888,1306,wyoming high school,WYOMING
neinas dual language learning academy,Neinas Dual Language Learning Academy,70,62,9957,1194,universal learning academy,WESTLAND
traverse city college prep academy,Traverse City College Prep Academy,69,58,4023,325,dearborn newcomer college prep academy,DEARBORN
detroit midtown academy,Detroit Midtown Academy,69,63,4141,340,detroit public safety academy,DETROIT
michigan technical academy 7/8,Redford Michigan Technical 7/8,69,55,5578,821,michigan connections academy,OKEMOS
holy innocents school,Holy Innocents School,69,63,5590,731,lincoln school,GRAND RAPIDS
rudolf steiner lower school,Rudolf Steiner Lower School,69,59,5616,1434,rudolf steiner school of ann arbor,ANN ARBOR
academy of the americas elementary/ms,Academy of the Americas Elementary/MS,69,64,5705,5,academy of the americas high school,DETROIT
st peter's lutheran school,St Peter's Lutheran School,69,61,7420,1464,west michigan lutheran school,WYOMING
north carolina school for the deaf (nc),North Carolina School for the Deaf (NC),69,63,8902,828,michigan school for the deaf,FLINT
southeast (mi) homeschoolers,Southeast (MI) Homeschoolers,69,62,9165,1098,southeastern high school,Detroit
peterson warren academy,Inkster Peterson Warren Academy,69,60,9349,1353,eton academy,BIRMINGHAM
