ProperName,PopularName,ProperName_Score,PopularName_Score,MHSAA_SchoolId,SchoolInfo_Index,School_Name,City
detroit community 6/7/8,Detroit Community 6/7/8,61,53,8353,1349,detroit country day school,BEVERLY HILLS
test 1,Test 1,55,40,8354,72,bates,DEXTER
test,test,67,67,8355,72,bates,DEXTER
erictest,EricTest,67,43,8356,1213,veritas,Redford
test 2,Test 2,55,38,8357,72,bates,DEXTER
brewer academy,Brewer JHS,79,39,8358,104,benzie academy,BENZONIA
rolland-warner campus ,Lapeer Rolland-Warner Campus                   ,63,37,8359,751,llcarenac campus,STANDISH
new era christian school 7/8,New Era Christian School 7/8,81,70,8363,1412,new covenant christian school,LANSING
brooke high school,Wellsburg Brooke (WV),86,42,8368,106,berkley high school,BERKLEY
st john's college,Washington St John's College (DC),65,48,8369,1118,st johns high school,SAINT JOHNS
st stephen,Saginaw St Stephen (JHS),54,44,8373,747,lisd tech center,ADRIAN
tennessee school for the deaf,Tennessee School For The Deaf (TN),74,55,8378,828,michigan school for the deaf,FLINT
georgia school for the deaf,Georgia School For The Deaf (GA),80,60,8379,828,michigan school for the deaf,FLINT
arkansas school for the deaf,Arkansas School For The Deaf (AR),79,59,8380,828,michigan school for the deaf,FLINT
eastern north carolina school for the deaf (nc),Eastern North Carolina School For The Deaf (NC),61,51,8382,828,michigan school for the deaf,FLINT
iowa school for the deaf,Iowa School For The Deaf (IA),85,60,8384,828,michigan school for the deaf,FLINT
kansas school for the deaf,Kansas School For The Deaf (KS),81,61,8385,828,michigan school for the deaf,FLINT
test 3,Test 3,55,38,8390,72,bates,DEXTER
morgantown high school,Morgantown (WV),85,44,8393,172,canton high school,CANTON
endeavour middle school,Endeavour MS,78,40,8403,524,hart middle school,ROCHESTER HILLS
west side academy,Detroit West Side Academy,77,67,8404,1130,strive academy,SAINT JOHNS
trombly high school,Detroit Trombly HS,91,50,8406,1182,troy high school,Troy
eastern washtenaw multi cultural academy 7/8,Eastern Washtenaw Multi Cultural Academy 7/8,63,57,8407,364,east china virtual academy,EAST CHINA
je clark preparatory academy,JE Clark Preparatory Academy,82,71,8408,639,joy preparatory academy,DETROIT
foreign language immersion & cultural studies,Foreign Language Immersion & Cultural Studies,50,45,8409,304,covenant house academy detroit central site,DETROIT
ow holmes middle school,OW Holmes Middle School,83,68,8410,1271,west middle school,ROCHESTER HILLS
test 4,Test 4,55,38,8415,72,bates,DEXTER
auburn hills christian school 6-8,Auburn Hills Christian 6-8,94,73,8416,1319,auburn hills christian school,AUBURN HILLS
john r king,John R King,48,42,8420,634,john glenn high school,BAY CITY
dossin elementary/middle,Detroit Dossin,52,50,8421,1262,webb elementary school,FERNDALE
grand haven christian 7/8,Grand Haven Christian 7/8,64,56,8423,1368,grace christian school,WATERVLIET
unknown - 11,Unknown - 11,41,38,8425,1188,union high school,GRAND RAPIDS
unknown - 12,Unknown - 12,41,39,8431,1188,union high school,GRAND RAPIDS
unknown - 9,Unknown - 9,43,39,8748,1188,union high school,GRAND RAPIDS
unknown - 13,Unknown - 13,41,38,8749,1188,union high school,GRAND RAPIDS
barry county christian school,Barry County Christian (MI),100,71,8767,1321,barry county christian school,HASTINGS
hudsonville home school,Hudsonville Home School (MI),87,67,8768,577,hudsonville high school,HUDSONVILLE
traverse city home school,Traverse City Home School (MI),88,65,8769,1175,traverse city high school,TRAVERSE CITY
leelanau home school,Leelanau Home School (MI),77,59,8771,1450,the leelanau school,GLEN ARBOR
grace baptist christian,Gaylord Grace Baptist Christian (MI),67,51,8772,1343,community baptist christian school,SAGINAW
faith baptist school,Davison Faith Baptist (MI),100,53,8773,1356,faith baptist school,DAVISON
the leelanau school,Glen Arbor The Leelanau School (MI),100,59,8775,1450,the leelanau school,GLEN ARBOR
detroit edison psa/ece,Detroit Edison,59,60,8797,340,detroit public safety academy,DETROIT
unknown - 14,Unknown - 14,41,38,8807,1188,union high school,GRAND RAPIDS
aisha shule-w.e.b dubois prep acad,Detroit Aisha,47,57,8809,325,dearborn newcomer college prep academy,DEARBORN
unknown - 10,Unknown - 10,41,38,8813,1188,union high school,GRAND RAPIDS
summit christian academy,East Lansing Summit Christian,83,53,8828,1420,novi christian academy,NOVI
britton deerfield schools,Britton Deerfield,76,56,8832,145,britton deerfield schoolsbritton building,Britton
oceana christian 7/8,Hart Oceana,64,46,8845,1326,bethany christian school,TROY
ryle high school,Union Ryle (KY),90,43,8846,707,lee high school,Wyoming
britton deerfield middle school,Britton Deerfield Middle School,69,62,8847,1033,reuther middle school,ROCHESTER HILLS
unknown - 1,Unknown - 1,43,39,8852,1188,union high school,GRAND RAPIDS
unknown - 2,Unknown - 2,43,39,8853,1188,union high school,GRAND RAPIDS
unknown - 3,Unknown - 3,43,39,8854,1188,union high school,GRAND RAPIDS
unknown - 4,Unknown - 4,43,39,8855,1188,union high school,GRAND RAPIDS
unknown - 5,Unknown - 5,43,39,8856,1188,union high school,GRAND RAPIDS
unknown - 6,Unknown - 6,43,39,8857,1188,union high school,GRAND RAPIDS
unknown - 7,Unknown - 7,43,39,8860,1188,union high school,GRAND RAPIDS
new high school,New HS,88,30,8871,879,newaygo high school,Newaygo
new high school 2 - error,New HS 2 - Error,68,36,8872,879,newaygo high school,Newaygo
arbor preparatory high school,Ypsilanti Arbor Prep,100,45,8873,47,arbor preparatory high school,Ypsilanti
reformed heritage chrisitan school,Kalamazoo Reformed,97,55,8874,1430,reformed heritage christian school,KALAMAZOO
way point academy,Muskegon Way Point,74,60,8875,1183,turning point academy,Detroit
wellspring preparatory high school,Grand Rapids Wellspring Prep,100,64,8876,1264,wellspring preparatory high school,GRAND RAPIDS
way point academy 7/8,Muskegon Way Point 7/8,68,55,8877,1173,tipton academy 48,Garden City
schulze acad for technology & arts,Schulze Acad for Technology & Arts,58,51,8878,1184,tuscola technology center,CARO
macdowell elementary school,Detriot MacDowell,82,51,8879,1262,webb elementary school,FERNDALE
davidson elementary middle school,Detroit Davidson,67,52,8880,1205,van hoosen middle school,ROCHESTER HILLS
bunche preparatroy academy,Detroit Bunche,78,55,8881,639,joy preparatory academy,DETROIT
bow elementary middle school,Detroit Bow Elementary,76,50,8882,1262,webb elementary school,FERNDALE
maplewood baptist academy middle school,Kinross Maplewood Baptist MS,67,46,8883,765,madison academy high school,Burton
holy spirit catholic school 7/8,Brighton Holy Spirit,70,53,8884,1400,lumen christi catholic school,JACKSON
st catherine of siena academy,Wixom St Catherine,100,49,8886,1442,st catherine of siena academy,WIXOM
unknown - 8,Unknown - 8,43,39,8888,1188,union high school,GRAND RAPIDS
st andrew's-sewanee school,St Andrew's-Sewanee (TN),60,41,8900,697,lanse area school,LANSE
south carolina carolina school for the deaf,South Carolina School for the Deaf (SC),68,63,8901,828,michigan school for the deaf,FLINT
north carolina school for the deaf (nc),North Carolina School for the Deaf (NC),69,63,8902,828,michigan school for the deaf,FLINT
louisiana school for the deaf,Louisiana School for the Deaf (LA),84,71,8903,828,michigan school for the deaf,FLINT
detroit northwestern high school,Detroit Northwestern,79,52,8915,910,northwest high school,JACKSON
university prep art & design middle school,University Prep Art & Design Middle School,79,67,8916,1198,university preparatory art design middlehigh,DETROIT
st augustine school ,Kalamazoo St Augustine ,70,57,8918,1447,st patrick school,PORTLAND
st monica school ,Kalamazoo St Monica ,77,57,8919,1445,st mary school,LAKE LEELANAU
genesee academy 7/8,Swartz Creek Genesee 7/8,88,50,8920,1366,genesee academy,SWARTZ CREEK
st joseph catholic school,Pewamo St Joseph,83,46,8921,1119,st joseph high school,SAINT JOSEPH
washtenaw saints,Ypsilanti Washtenaw Saints,60,53,8927,1460,washtenaw christian academy,SALINE
battle creek apocalypse homeschoolers (mi),Battle Creek Apocalypse Homeschoolers (MI),65,57,8929,75,battle creek central high school,BATTLE CREEK
genesee academy,Swartz Creek Genesee Academy,100,60,8946,1366,genesee academy,SWARTZ CREEK
jalen rose leadership academy,Detroit Jalen Rose Leadership Academy,100,76,8947,623,jalen rose leadership academy,Detroit
lakeside charter,Kalamazoo Lakeside Academy,59,65,8948,685,lakeshore learning center,MUSKEGON
livingston christian schools,Brighton Livingston Christian,100,63,8949,1398,livingston christian schools,BRICHTON
east english village preparatory acad,Detroit East English,96,55,8950,365,east english village preparatory academy,DETROIT
wyoming high school,Wyoming,100,46,8951,1306,wyoming high school,WYOMING
kalamazoo homeschoolers,Kalamazoo Homeschoolers,72,64,8955,1388,kalamazoo christian schools,KALAMAZOO
st. johns homeschoolers,St. Johns Homeschoolers,74,62,8956,1118,st johns high school,SAINT JOHNS
petoskey homeschoolers,Petoskey Homeschoolers,76,67,8957,979,petoskey high school,PETOSKEY
cedar springs creative technologies academy,Cedar Springs Creative Technologies Academy ,81,71,8958,309,creative technologies academy,CEDAR SPRINGS
eagle river northland pines,Eagle River Northland Pines,54,50,8959,162,ca alternative edatlantis,Flint
ferndale alternative,Ferndale Alternative,70,61,8961,965,pathfinders alternative ed,DOWAGIAC
flint chase,Flint CHASE,52,33,8962,717,lifetech academy,LANSING
paradise whitefish (in active),Paradise Whitefish,49,51,8965,576,hudson tech alternative,Hudson
chequamegon/phillips,Chequamegon/Phillips,44,43,8966,248,churchill high school,LIVONIA
florence,Florence,48,48,8967,46,apollo center,HIGHLAND
butternut homeschoolers,Butternut Homeschoolers,65,60,8968,1428,potters house school,GRAND RAPIDS
toronto west humber,Toronto West Humber,53,53,8969,531,hawthorn center,NORTHVILLE
berrien springs andrews academy,Berrien Springs Andrews Academy,81,72,8970,108,berrien springs discovery academy,BERRIEN SPRGS
walter payton college prep,Walter Payton College Prep,68,60,8971,1224,voyageur college prep,DETROIT
grand rapids homeschoolers,Grand Rapids Homeschoolers,73,62,8979,366,east grand rapids high school,GRAND RAPIDS
bloomfield christian school (mi),Bloomfield Christian School,78,78,8980,1440,southfield christian school,SOUTHFIELD
clinton township faith christian,Clinton Township Faith Christian,56,50,8981,1357,faith christian school,CLINTON TOWNSHIP
capitol city baptist,Capitol City Baptist,85,72,8982,1337,capitol city baptist school,HOLT
owosso spring vale academy,Owosso Spring Vale Academy,84,76,8984,1441,spring vale academy,OWOSSO
saginaw mmche homeschoolers,Saginaw MMCHE Homeschoolers,70,61,8985,1064,saginaw high school,SAGINAW
milwaukee young coggs prep,Milwaukee Young Coggs Prep,51,43,8990,1224,voyageur college prep,DETROIT
goshen blue blazers,Goshen Blue Blazers,45,43,9018,227,charles l bowers farm,BLOOMFIELD HILLS
howell christian home school,Howell Christian Home School,77,67,9019,1379,howardsville christian school,MARCELLUS
kalamazoo home school,Kalamazoo Home School,77,64,9020,1387,kalamazoo christian school,KALAMAZOO
jackson community college,Jackson Community College,73,64,9021,618,jackson county jail,JACKSON
michigan state university,Michigan State University (SCH),59,49,9022,1407,michigan lutheran seminary,SAGINAW
spring arbor university,Spring Arbor University,52,47,9023,1441,spring vale academy,OWOSSO
butternut homeschool,Butternut Homeschool,70,65,9026,1428,potters house school,GRAND RAPIDS
lapeer faith home school,Lapeer Faith Home School,76,67,9027,699,lapeer high school,LAPEER
northwood university,Northwood University,54,49,9028,894,north edbridgeway,TRAVERSE CITY
vineyard academy,Vineyard Academy,73,67,9030,603,inverness academy,CHEBOYGAN
northern michigan university,Northern Michigan University (SCH),70,59,9031,1415,northern michigan christian academy,BURT LAKE
delta college,Delta College (SCH),65,49,9032,917,oakland early college,FARMINGTON HILLS
alma college,Alma College - (SCH),67,44,9033,917,oakland early college,FARMINGTON HILLS
unknown 15,Unknown 15,39,38,9039,1183,turning point academy,Detroit
unknown 16,Unknown 16,39,38,9040,1183,turning point academy,Detroit
rochester hills christian school,Rochester Hills Christian,100,77,9042,1432,rochester hills christian school,ROCHESTER HILLS
bethany christian school,Troy Bethany Christian,100,65,9043,1326,bethany christian school,TROY
universal learning academy 6/7/8,Universal Learning 6/7/8,90,68,9044,1194,universal learning academy,WESTLAND
casa richard academy,Detroit Casa Richard,70,57,9045,1436,sacred heart academy,MOUNT PLEASANT
niagara academy of sports,Niagara Academy of Sports,60,54,9046,1220,virtual learning academy consortium,Waterford
fair haven summit homeschoolers,Fair Haven Summit Homeschoolers,59,57,9048,474,grand haven high school,GRAND HAVEN
trinity school at greenlawn,Trinity School at Greenlawn,60,53,9049,598,insight school of michigan,LANSING
charyl stockwell prep academy,Brighton Charyl Stockwell Prep,74,48,9050,234,charyl stockwell academy high school,BRIGHTON
alta high school,Alta,88,36,9052,38,almont high school,ALMONT
unknown 18,Unknown 18,39,38,9060,1183,turning point academy,Detroit
new covenant christian 7/8,New Covenant Christian 7/8,84,73,9061,1412,new covenant christian school,LANSING
life summit sports,LIFE Summit Sports,51,41,9064,153,buckley community schools,BUCKLEY
muskegon heights academy,Muskegon Heights Academy,100,88,9065,863,muskegon heights academy,MUSKEGON
muskegon heights academy 7/8,Muskegon Heights Academy 7/8,92,81,9067,863,muskegon heights academy,MUSKEGON
northern academy middle school,Flint Northern Academy Middle School,75,63,9070,302,countryside academy middlehigh school,BENTON HARBOR
flint northwestern middle school,Flint Northwestern Middle School,72,64,9071,1033,reuther middle school,ROCHESTER HILLS
montessori academy at henry c morton school,Benton Harbor Montessori Academy at Henry C Morton School,61,53,9072,229,charlevoix montessori academy for the arts,CHARLEVOIX
crockett midtown high school of science & medicine ,Detroit Crockett Midtown Science & Medicine ,75,51,9073,99,benjamin carson high school of science and medicine,Detroit
emmanuel christian school,Emmanuel Christian School,96,88,9076,1381,immanuel christian school,ROSCOMMON
gilman school,Baltimore Gilman School (MD),75,53,9083,26,alba school,ELMIRA
st xavier high school (ky),Louisville St Xavier (KY),78,45,9084,1116,st clair high school,SAINT CLAIR
strong vincent high school,Erie Strong Vincent (PA),80,50,9085,161,byron center high school,BYRON CENTER
mcdowell high school,Erie McDowell (PA),89,42,9086,574,howell high school,HOWELL
highland park renaissance academy high school,Highland Park Renaissance Academy,74,62,9121,224,chandler park academy high school,HARPER WOODS
university prep science & math high school,Detroit University Prep Science & Math,84,53,9123,1199,university preparatory science and math psad high school,Detroit
university prep science & math  6/7/8,University Prep Science & Math 6/7/8,67,57,9124,1199,university preparatory science and math psad high school,Detroit
adrian college,Adrian College,63,51,9129,917,oakland early college,FARMINGTON HILLS
eastern christian academy,Eastern Christian Academy (MD),88,74,9131,1460,washtenaw christian academy,SALINE
calvert hall,Baltimore Calvert Hall (MD),53,43,9132,308,covert high school,COVERT
valley forge military academy,Valley Forge Military Academy (PA),63,54,9133,585,huron valley virtual academy,HIGHLAND
bridge academy-west,Bridge Academy-West,85,73,9135,138,bridge academy,HAMTRAMCK
clonlara school 7th/8th,Clonlara School 7th/8th,79,68,9136,1342,clonlara school,ANN ARBOR
manchester high school (va),Manchester HS (VA),79,46,9147,1047,rochester high school,ROCHESTER HILLS
west michigan aviation academy,Grand Rapids West Michigan Aviation Academy,100,71,9162,1269,west michigan aviation academy,Grand Rapids
bay city academy,Bay City Academy JHS,73,56,9164,709,legacy academy,DETROIT
southeast (mi) homeschoolers,Southeast (MI) Homeschoolers,69,62,9165,1098,southeastern high school,Detroit
corpus christi catholic school,Corpus Christi Catholic School,85,75,9174,1400,lumen christi catholic school,JACKSON
chicago bogan computer technical high school (il),Chicago Bogan Computer Technical High School,64,63,9176,204,cass technical high school,DETROIT
novi homeschoolers,Novi Homeschoolers,71,60,9178,913,novi high school,NOVI
cornerstone leadership & business high school,Cornerstone Leadership and Business HS,67,56,9179,339,detroit leadership academy high school,DETROIT
michigan math & science academy,Warren Michigan Math & Science,74,55,9180,825,michigan mathematics and science academy dequindre,Warren
munising baptist high school,Wetmore Munising Baptist,90,64,9181,1410,munising baptist school,WETMORE
north star montessori academy ,Marquette North Star Academy,98,60,9182,902,north star montessori academy,MARQUETTE
north star academy 7th/8th,North Star Academy 7th/8th,65,56,9183,902,north star montessori academy,MARQUETTE
munising baptist ms,Munising Baptist MS,86,71,9184,1410,munising baptist school,WETMORE
flint center academy,Flint Center Academy,82,69,9187,421,flint cultural center academy,FLINT
bloomfield hills high school,Bloomfield Hills,100,64,9195,122,bloomfield hills high school,BLOOMFIELD TOWNSHIP
ypsilanti community,Ypsilanti Community,68,63,9197,1161,the learning community,FLINT
ellington academy of arts and technology,Ellington Academy of Arts and Technology,64,57,9199,1027,relevant academy of eaton county,GRAND LEDGE
fremont quad city homeschoolers (mi),Fremont Quad City Homeschoolers (MI),58,55,9201,438,fremont high school,FREMONT
capital homeschool athletic program,Capital Homeschool Athletic Program,64,55,9203,175,capac virtual education program,CAPAC
austin catholic high school,Chesterfield Austin Catholic,100,58,9206,1320,austin catholic high school,CHESTERFIELD
our lady of refuge school,Our Lady of Refuge School,68,58,9211,1424,our lady of the lakes catholic school,WATERFORD
calvin christian middle school,Calvin Christian Middle School,79,70,9216,1385,jackson christian middle/high school,JACKSON
drummond high school,Drummond HS,83,38,9219,1056,roscommon high school,ROSCOMMON
fayette r-3 high school,Fayette R-3 HS,79,38,9220,786,marlette jrsr high school,MARLETTE
grand rapids adventist academy,Grand Rapids Adventist Academy,81,71,9221,1371,great lakes adventist academy,CEDAR LAKE
washtenaw whippets,Washtenaw Whippets,58,53,9222,1460,washtenaw christian academy,SALINE
state line christian,State Line Christian,85,72,9223,1448,state line christian school,TEMPERANCE
creative montessori academy,Creative Montessori Academy,76,69,9224,477,grand rapids montessori academy,GRAND RAPIDS
huda school and montessori school,Huda School and Montessori School,70,63,9226,1403,meadow montessori school,MONROE
faith christian schools,Faith Christian Schools,98,84,9227,1357,faith christian school,CLINTON TOWNSHIP
hanover high school,Hanover HS,87,42,9228,1296,windover high school,MIDLAND
hanley international academy,Hanley International Academy,86,78,9230,600,international academy,BLOOMFIELD HILLS
grand rapids christian middle school,Grand Rapids Christian Middle School,89,77,9232,1369,grand rapids christian high school,GRAND RAPIDS
st damian,St Damian,48,48,9235,885,niles cedar lane,NILES
howell homeschoolers (haach),Howell Homeschoolers (HAACH),61,52,9236,574,howell high school,HOWELL
pineview home school,Pineview Home School,82,65,9237,991,pineview homes,EVART
michigan lutheran ms,Michigan Lutheran MS,83,70,9238,1407,michigan lutheran seminary,SAGINAW
skeels christian school,Skeels Christian School,100,87,9239,1438,skeels christian school,GLADWIN
lakers home school team,Lakers Home School Team,70,56,9240,683,laker high school,PIGEON
holly academy,Holly Academy,76,67,9241,790,marshall academy,MARSHALL
grosse pointe academy,Grosse Pointe Academy,71,63,9242,1183,turning point academy,Detroit
beth haven baptist academy,Beth Haven Baptist Academy,83,71,9243,1324,berean baptist academy,ADRIAN
fellowship baptist academy,Fellowship Baptist Academy,100,88,9244,1361,fellowship baptist academy,CARSON CITY
berean baptist academy,Berean Baptist Academy,100,86,9245,1324,berean baptist academy,ADRIAN
assumption,Assumption,50,44,9246,280,compass pointe,IRA
lincoln high school,Lincoln HS,100,58,9247,729,lincoln high school,WARREN
lake orion baptist school,Lake Orion Baptist School,100,84,9248,1393,lake orion baptist school,LAKE ORION
canton hudson homeschoolers,Hudson Homeschoolers,67,65,9249,172,canton high school,CANTON
shrine high school,Shrine HS,89,42,9250,1069,saline high school,SALINE
ann arbor christ the king,Ann Arbor Christ the King,53,48,9251,44,ann arbor learning community,YPSILANTI
universal learning academy,Westland Universal Learning Academy,100,75,9257,1194,universal learning academy,WESTLAND
paramus catholic (nj),Paramus Catholic (NJ),61,53,9273,1411,muskegon catholic central,MUSKEGON
wilmington salesianum (de),Wilmington Salesianum (DE),56,48,9276,749,livingston classical academy,Whitmore Lake
pittsburgh renaissance christian academy (pa),Pittsburgh Renaissance Christian Academy (PA),65,59,9277,1377,heritage christian academy,KALAMAZOO
pittsburgh uso (pa),Pittsburgh USO (PA),50,40,9278,1217,vicksburg high school,VICKSBURG
livingston county homeschoolers (mi),Livingston County Homeschoolers (MI),66,59,9286,1398,livingston christian schools,BRICHTON
livingston christian middle school,Livingston Christian Middle School,87,77,9290,1398,livingston christian schools,BRICHTON
ellington academy of arts & technology 7th/8th,Ellington Academy of Arts & Technology 7th/8th,56,52,9298,3,academy for business and technology high school,MELVINDALE
aberdeen ms,Aberdeen MS,52,44,9300,751,llcarenac campus,STANDISH
dickinson cultural academy,Dickinson Cultural Academy,71,67,9301,1219,viking virtual academy,HAZEL PARK
north park montessori,North Park Montessori,76,68,9302,902,north star montessori academy,MARQUETTE
zilwaukee ,Zilwaukee ,40,40,9308,353,doris klaussen dev center,BATTLE CREEK
university yes academy,Detroit University YES Academy,100,65,9309,1200,university yes academy,Detroit
charlton heston academy ,St Helen Charlton Heston Academy,98,73,9310,233,charlton heston academy,SAINT HELEN
charlton heston academy 6-8,Charlton Heston Academy 6-8,92,80,9311,233,charlton heston academy,SAINT HELEN
wheeling central catholic (wv),Wheeling Central Catholic (WV),57,49,9313,1140,superior central school,Eben Junction
ajax (on),Ajax (ON),40,26,9316,26,alba school,ELMIRA
pickering st. mary (on),Pickering St. Mary (ON),53,44,9317,745,link learning st louis,St Louis
honey creek community school,Honey Creek Community School,78,69,9323,882,newcomers community school,GRAND RAPIDS
taylor preparatory high school,Taylor Prep,100,44,9324,1150,taylor preparatory high school,TAYLOR
lapeer high school,Lapeer,100,53,9325,699,lapeer high school,LAPEER
ingham county pilgrims homeschoolers (mi),Ingham County Pilgrims Homeschoolers (MI),58,55,9328,505,hamady community high school,FLINT
gravity works test,Gravity Works Test,47,46,9335,1371,great lakes adventist academy,CEDAR LAKE
bay city academy high school,Bay City Academy HS,82,57,9346,79,bay city central high school,BAY CITY
peterson-warren academy 7/8,Peterson-Warren Academy 7/8,64,56,9347,1173,tipton academy 48,Garden City
peterson warren academy,Inkster Peterson Warren Academy,69,60,9349,1353,eton academy,BIRMINGHAM
ojibwe charter high school,Brimley Ojibwe Charter,89,56,9353,930,ojibwe charter school,BRIMLEY
detroit public safety academy ,Detroit Public Safety Academy ,98,85,9354,340,detroit public safety academy,DETROIT
midland homeschoolers,Midland Homeschoolers,75,65,9357,831,midland high school,MIDLAND
clinton county homeschoolers,Clinton County Homeschoolers,70,64,9358,266,clio community high school,CLIO
battle creek homeschoolers,Battle Creek Homeschoolers,69,67,9363,75,battle creek central high school,BATTLE CREEK
wyoming (mi) homeschoolers,Wyoming (MI) Homeschoolers,71,62,9366,1306,wyoming high school,WYOMING
midland calvary baptist,Midland Calvary Baptist,55,48,9371,1408,midland christian school,MIDLAND
owosso homeschoolers,Owosso Homeschoolers,74,63,9373,955,owosso high school,OWOSSO
milford west highland christian academy,Milford West Highland Christian Academy,89,77,9374,1463,west highland christian academy,MILFORD
wixom christian academy,Wixom Christian,84,70,9375,1420,novi christian academy,NOVI
battle creek academy high school,Battle Creek Academy,84,85,9377,75,battle creek central high school,BATTLE CREEK
battle creek bedford bible school,Battle Creek Bedford Bible School,74,65,9378,75,battle creek central high school,BATTLE CREEK
washtenaw international middle school,Washtenaw International Middle ,89,73,9415,1241,washtenaw international high school,YPSILANTI
heritage school ,Heritage School ,83,72,9418,541,heritage high school,SAGINAW
academy west,Flint Academy West,73,62,9419,2,academy 21,WARREN
chatfield school ,Chatfield School ,72,65,9425,748,litchfield high school,LITCHFIELD
shawmut hills ,Shawmut Hills ,47,44,9426,507,hamilton high school,HAMILTON
nouvel catholic central ms,Nouvel Catholic Central MS,75,67,9427,1411,muskegon catholic central,MUSKEGON
dallas prime prep (tx),Dallas Prime Prep (TX),47,42,9428,876,new paradigm college prep,DETROIT
avondale academy,Avondale Academy,84,77,9442,1421,oakdale academy,WATERFORD
martin luther high school,Lansing Martin Luther ,84,54,9447,793,martin high school,MARTIN
detroit school of arts,Detroit School of Arts,100,86,9449,341,detroit school of arts,DETROIT
st mary school ,Big Rapids St Mary Schl ,97,61,9450,1445,st mary school,LAKE LEELANAU
university yes academy middle school,University Yes Academy Middle School,77,66,9451,302,countryside academy middlehigh school,BENTON HARBOR
hillsdale preparatory school 7th/8th,Hillsdale Preparatory School 7th/8th,66,59,9452,1446,st mary's preparatory school,ORCHARD LAKE
hope academy of west michigan high school,Grand Rapids Hope Academy of West Michigan,83,70,9454,565,hope academy of west michigan,Grand Rapids
canton preparatory high school,Canton Prep,100,53,9455,173,canton preparatory high school,CANTON
oakdale academy,Oakdale Academy,100,87,9459,1421,oakdale academy,WATERFORD
springfield christian academy ,Springfield Christian Academy ,79,71,9460,1377,heritage christian academy,KALAMAZOO
houston st. thomas (tx),Houston St. Thomas (TX),48,44,9461,576,hudson tech alternative,Hudson
flint waterbrook christian academy,Flint Waterbrook Christian Academy,90,81,9468,1461,waterbrook christian academy,FLINT
cornerstone health & technology high school,Detroit Cornerstone Health & Technology,69,55,9477,3,academy for business and technology high school,MELVINDALE
st michael school,Pinconning St Michael,77,65,9484,1445,st mary school,LAKE LEELANAU
big rapids homeschoolers,Big Rapids Homeschoolers,78,65,9485,114,big rapids high school,BIG RAPIDS
hamtramck bridge academy,Hamtramck Bridge Academy,74,63,9486,138,bridge academy,HAMTRAMCK
southfield crescent academy,Southfield Crescent Academy,69,62,9487,1308,youth advancement academy,KALAMAZOO
athens factoryville christian,Athens Factoryville Christian,76,69,9488,1355,factoryville christian school,ATHENS
north grand rapids homeschoolers,North Grand Rapids Homeschoolers,72,62,9489,366,east grand rapids high school,GRAND RAPIDS
arts & technology acad of pontiac,Arts & Technology Academy of Pontiac,90,84,9490,52,arts and technology academy of pontiac,PONTIAC
dearborn heights vista meadows academy,Dearborn Heights Vista Meadows Academy,83,74,9491,322,dearborn heights virtual academy,Dearborn Heights
grand rapids homeschoolers - spartans,Grand Rapids Homeschoolers - Spartans,62,56,9493,477,grand rapids montessori academy,GRAND RAPIDS
jackson homeschoolers (mi),Jackson Homeschoolers (MI),67,58,9498,619,jackson high school,JACKSON
corunna immanuel baptist,Corunna Immanuel Baptist,52,46,9502,1429,prairie baptist school,SCOTTS
muskegon shoreline homeschoolers,Muskegon Shoreline Homeschoolers,69,65,9505,864,muskegon high school,MUSKEGON
bridgeport baptist academy,Bridgeport Baptist Academy,100,88,9506,1328,bridgeport baptist academy,SAGINAW
petoskey landmark christian,Petoskey Landmark Christian,63,55,9507,1422,oakland christian school,AUBURN HILLS
bluegrass homeschoolers (ky),Bluegrass Homeschoolers (KY),54,52,9508,1428,potters house school,GRAND RAPIDS
sterling heights storm homeschoolers,Sterling Heights Storm Homeschoolers,74,65,9510,1126,sterling heights senior hs,STERLING HEIGHTS
st michael high school,Petoskey St Michael ,82,60,9518,1202,utica high school,Utica
tucker middle school,Tucker Middle School,83,73,9525,1033,reuther middle school,ROCHESTER HILLS
brandon academy of arts & sciences,Brandon Academy of Arts & Sciences,61,56,9528,1027,relevant academy of eaton county,GRAND LEDGE
liberty middle school,Liberty MS,82,39,9538,524,hart middle school,ROCHESTER HILLS
northpointe christian middle school,NorthPointe Christian Middle School,86,74,9542,1414,north pointe christian schools,GRAND RAPIDS
detroit delta prep acad for social justice,Detroit Delta Prep,55,50,9545,338,detroit international academy for young women,DETROIT
jackson prep & early college high school,Jackson Prep,76,57,9564,813,meridian early college high school,SANFORD
durant-tuuri-mott school,Durant-Tuuri-Mott School,60,54,9566,360,durand area high school,DURAND
lapeer area homeschool association,Lapeer Area Homeschool Association,59,56,9590,697,lanse area school,LANSE
michigan math & science acad ms,Michigan Math & Science Acad MS,69,59,9600,825,michigan mathematics and science academy dequindre,Warren
cornerstone middle school,Cornerstone Middle School,79,70,9601,1271,west middle school,ROCHESTER HILLS
randolph technical high school,Detroit Randolph Technical HS,82,55,9603,204,cass technical high school,DETROIT
mono orangeville prep (on),Orangeville Prep (ON),51,48,9604,876,new paradigm college prep,DETROIT
saline washtenaw christian academy,Saline Washtenaw Christian Academy,89,79,9609,1460,washtenaw christian academy,SALINE
grand rapids adventist high school,Grand Rapids Adventist,82,60,9612,1369,grand rapids christian high school,GRAND RAPIDS
southwest michigan blades hockey,Southwest Michigan Blades Hockey,62,58,9613,1464,west michigan lutheran school,WYOMING
