School Name,u_school_id,school_district,school_district_id,total_students,teachers,student_teacher_ratio,lunch_free_count,lunch_reduced_count,lunch_total_count,9th,10th,11th,12th,demo_pct_American Indian,demo_pct_Asian,demo_pct_Black,demo_pct_Hispanic,demo_pct_Pacific Islander,demo_pct_White,demo_pct_Two_or_More,Male,Female,HS_ENROLL,Coed,Relig,Locale_x,Community_Type,Charter,Magnet,Relig_subtype,type,Street Address,City,State,ZIP,Locale_y,PSS_COUNTY_NO,County FIPS,Phone,Locale,student_teacher_info,County Name,PSS_ASSOC_1,Title I School,Title 1 School Wide
Vestaburg Community Alternative Education School Wyoming,263492008891,Vestaburg Community Schools,2634920.0,305.0,2.95,103.39,204,5,209,46.0,77.0,86.0,96.0,0.003278688524590164,0.0,0.14754098360655737,0.36065573770491804,0.0,0.42950819672131146,0.05901639344262295,0.0015372211771029294,0.0017414673474872345,209.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,7188 AVENUE B,VESTABURG,MI,48891,Suburb: Large,,,,,,,,,
Vestaburg Community High School,263492007059,Vestaburg Community Schools,2634920.0,238.0,15.15,15.71,115,4,119,57.0,40.0,25.0,44.0,0.0,0.0,0.0,0.037815126050420166,0.0,0.9327731092436975,0.029411764705882353,0.0020125697337758635,0.0021891109384930443,122.0,Yes,None,Rural: Remote,Rural,No,Yes,None,public,7188 AVENUE B,VESTABURG,MI,48891,Rural: Remote,,,,,,,,,
Vicksburg High School,263495007065,Vicksburg Community Schools,2634950.0,777.0,41.38,18.78,169,7,176,202.0,185.0,209.0,181.0,0.003861003861003861,0.005148005148005148,0.01287001287001287,0.039897039897039896,0.001287001287001287,0.8906048906048906,0.04633204633204633,0.0006310778511550713,0.0006559234358462158,596.0,Yes,None,Suburb: Midsize,Suburban,No,No,None,public,501 EAST HIGHWAY ST,VICKSBURG,MI,49097,Suburb: Midsize,,,,,,,,,
Vicksburg Pathways High School,263495008342,Vicksburg Community Schools,2634950.0,99.0,1.55,63.87,48,4,52,22.0,17.0,21.0,39.0,0.0,0.010101010101010102,0.020202020202020204,0.030303030303030304,0.0,0.8585858585858586,0.08080808080808081,0.004999489847974697,0.005101520253035405,60.0,Yes,None,Suburb: Midsize,Suburban,No,No,None,public,301 S Kalamazoo Street,Vicksburg,MI,49097,Suburb: Midsize,,,,,,,,,
Viking Virtual Academy,261803008776,Hazel Park School District Of The City Of,2618030.0,97.0,1.28,75.78,80,1,81,11.0,16.0,21.0,49.0,0.010309278350515464,0.0,0.4536082474226804,0.0,0.0,0.5154639175257731,0.020618556701030927,0.005420342225528749,0.0048889361249867145,48.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,420 WEST 9 MILE RD,HAZEL PARK,MI,48030,Suburb: Large,,,,,,,,,
Virtual Learning Academyof St Clair County,260096808090,Virtual Learning Academy Of ST. Clair County,2600968.0,135.0,5.55,24.32,89,8,97,18.0,26.0,31.0,,0.0,0.0,0.05185185185185185,0.014814814814814815,0.0,0.9037037037037037,0.02962962962962963,0.004224965706447188,0.0031824417009602194,75.0,Yes,None,Suburb: Small,Suburban,Yes,No,None,public,499 Range Road,Marysville,MI,48040,Suburb: Small,,,,,,,,,
Volinia Outcome Base School,262274000121,Marcellus Community Schools,2622740.0,25.0,1.3,19.23,23,1,24,4.0,4.0,5.0,9.0,0.04,0.0,0.0,0.12,0.0,0.8,0.04,0.0256,0.0144,13.0,Yes,None,Rural: Distant,Rural,No,No,None,public,PO Box 48,Marcellus,MI,49067,Rural: Distant,,,,,,,,,
Voyageur College Prep,260022701485,Voyageur Academy,2600227.0,469.0,103.0,4.55,455,2,457,142.0,111.0,113.0,103.0,0.0,0.0,0.744136460554371,0.21321961620469082,0.0021321961620469083,0.023454157782515993,0.017057569296375266,0.0011047412950477584,0.00102745486699915,366.0,Yes,None,City: Large,City,Yes,No,None,public,4366 MILITARY ST,DETROIT,MI,48210,City: Large,,,,,,,,,
Walled Lake Central High School,263516007081,Walled Lake Consolidated Schools,2635160.0,1251.0,62.4,20.05,344,36,380,274.0,345.0,305.0,324.0,0.0007993605115907274,0.045563549160671464,0.0991207034372502,0.060751398880895285,0.0015987210231814548,0.7673860911270983,0.02478017585931255,0.0004204470156888079,0.00037891349590191955,924.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,1600 EAST OAKLEY PARK RD,COMMERCE TOWNSHIP,MI,48390,Suburb: Large,,,,,,,,,
Walled Lake Northern High School,263516001289,Walled Lake Consolidated Schools,2635160.0,1534.0,64.5,23.78,241,28,269,342.0,424.0,374.0,394.0,0.000651890482398957,0.016297262059973925,0.018252933507170794,0.05084745762711865,0.0,0.8794002607561929,0.03455019556714472,0.00031404632757029284,0.00033784415482866417,1140.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,6000 Bogie Lake Rd,Commerce Twp,MI,48382,Suburb: Large,,,,,,,,,
Walled Lake Western High School,263516007084,Walled Lake Consolidated Schools,2635160.0,1153.0,58.9,19.58,321,42,363,248.0,279.0,304.0,271.0,0.004336513443191674,0.08152645273200347,0.16045099739809193,0.08759757155247182,0.0026019080659150044,0.6279271465741544,0.03555941023417172,0.00044681508850925487,0.00042048760012907994,831.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,600 BECK RD,COMMERCE TOWNSHIP,MI,48390,Suburb: Large,,,,,,,,,
Warren Consolidated Community High School,263519000929,Warren Consolidated Schools,2635190.0,149.0,12.1,12.31,106,8,114,0.0,0.0,4.0,145.0,0.0,0.053691275167785234,0.1476510067114094,0.020134228187919462,0.0,0.7315436241610739,0.04697986577181208,0.004369172559794603,0.0023422368361785506,4.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,35201 DAVISON ST,STERLING HTS,MI,48310,Suburb: Large,,,,,,,,,
Warren Mott High School,263519007088,Warren Consolidated Schools,2635190.0,1481.0,63.7,23.25,891,73,964,372.0,339.0,413.0,357.0,0.0013504388926401081,0.2579338284942606,0.16407832545577314,0.015530047265361242,0.0006752194463200541,0.525320729237002,0.035111411208642807,0.0003528830867331005,0.00032233635958695353,1124.0,Yes,None,City: Midsize,City,No,No,None,public,3131 EAST 12 MILE RD,WARREN,MI,48092,City: Midsize,,,,,,,,,
Warren Woods Adult Education,263522002059,Warren Woods Public Schools,2635220.0,2.0,2.6,0.77,‡,‡,‡,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,Yes,None,City: Midsize,City,No,No,None,public,12900 Frazho Rd,Warren,MI,48089,City: Midsize,,,,,,,,,
Warren Woods Enterprise HS,263522000636,Warren Woods Public Schools,2635220.0,75.0,5.7,13.16,55,4,59,1.0,0.0,18.0,56.0,0.013333333333333334,0.06666666666666667,0.21333333333333335,0.02666666666666667,0.0,0.6533333333333333,0.02666666666666667,0.008,0.005333333333333334,19.0,Yes,None,City: Midsize,City,No,No,None,public,28600 SUBURBAN DR,WARREN,MI,48088,City: Midsize,,,,,,,,,
Warren Woods Tower High School,263522007124,Warren Woods Public Schools,2635220.0,1104.0,53.6,20.6,561,68,629,271.0,293.0,259.0,267.0,0.0018115942028985507,0.08514492753623189,0.23278985507246377,0.028079710144927536,0.0,0.605072463768116,0.04710144927536232,0.00046684651333753414,0.00043895058811174124,823.0,Yes,None,City: Midsize,City,No,No,None,public,27900 Bunert Rd,Warren,MI,48088,City: Midsize,,,,,,,,,
Washtenaw Alliance for Virtual Education,268099008165,Washtenaw Isd,2680990.0,251.0,13.5,18.59,145,3,148,27.0,95.0,57.0,72.0,0.0,0.01195219123505976,0.24302788844621515,0.07569721115537849,0.0,0.5657370517928287,0.10358565737051793,0.0019364771987746227,0.002047586546245298,179.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,1819 SOUTH WAGNER RD,ANN ARBOR,MI,48103,Suburb: Large,,,,,,,,,
Washtenaw County Youth Center Educational Programs,268099001807,Washtenaw Isd,2680990.0,8.0,3.5,2.29,‡,‡,‡,3.0,2.0,,,0.0,0.0,0.625,0.0,0.0,0.375,0.0,0.125,0.0,5.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,1819 SOUTH WAGNER RD,ANN ARBOR,MI,48103,Suburb: Large,,,,,,,,,
Washtenaw International High School,268099008147,Washtenaw Isd,2680990.0,559.0,35.83,15.6,97,5,102,140.0,147.0,138.0,134.0,0.0017889087656529517,0.27191413237924866,0.17173524150268335,0.07692307692307693,0.0,0.3756708407871199,0.10196779964221825,0.0007616463080955322,0.0010272624575574194,425.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,105 N MANSFIELD ST,YPSILANTI,MI,48197,Suburb: Large,,,,,,,,,
Washtenaw Technical Middle College,260016401005,Washtenaw Technical Middle College,2600164.0,796.0,22.66,35.13,230,4,234,119.0,161.0,183.0,333.0,0.001256281407035176,0.07914572864321608,0.12185929648241206,0.001256281407035176,0.0,0.7211055276381909,0.07537688442211055,0.000628140703517588,0.000628140703517588,463.0,Yes,None,Suburb: Large,Suburban,Yes,No,None,public,4800 EAST HURON RIVER DR,ANN ARBOR,MI,48105,Suburb: Large,,,,,,,,,
Waterford Durant High School,263531001512,Waterford School District,2635310.0,128.0,12.1,10.58,85,6,91,0.0,7.0,33.0,88.0,0.0078125,0.0234375,0.1015625,0.2578125,0.0,0.59375,0.015625,0.0045166015625,0.0032958984375,40.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,501 N CASS LAKE RD,WATERFORD,MI,48328,Suburb: Large,,,,,,,,,
Waterford Kettering High School,263531007143,Waterford School District,2635310.0,1016.0,50.77,20.01,394,57,451,269.0,256.0,255.0,236.0,0.003937007874015748,0.023622047244094488,0.05511811023622047,0.10925196850393701,0.0,0.7755905511811023,0.03248031496062992,0.0004814697129394259,0.0005027822555645111,780.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,2800 KETTERING DR,WATERFORD,MI,48329,Suburb: Large,,,,,,,,,
Waterford Mott High School,263531007150,Waterford School District,2635310.0,1171.0,61.01,19.19,677,63,740,303.0,305.0,265.0,298.0,0.008539709649871904,0.033304867634500426,0.14517506404782238,0.24167378309137488,0.004269854824935952,0.5166524338172502,0.05038428693424424,0.00045725003846880304,0.00039672092651838733,873.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,1151 SCOTT LAKE RD,WATERFORD,MI,48328,Suburb: Large,,,,,,,,,
Watervliet Senior High School,263546007156,Watervliet School District,2635460.0,395.0,20.45,19.32,216,9,225,106.0,118.0,80.0,91.0,0.002531645569620253,0.0,0.04050632911392405,0.1468354430379747,0.0,0.7518987341772152,0.05822784810126582,0.0013331196923569942,0.0011985258772632592,304.0,Yes,None,Town: Fringe,Town,No,No,None,public,450 EAST SAINT JOSEPH ST,WATERVLIET,MI,49098,Town: Fringe,,,,,,,,,
Waverly Senior High School,263552007160,Waverly Community Schools,2635520.0,974.0,51.85,18.78,476,56,532,236.0,245.0,240.0,253.0,0.008213552361396304,0.048254620123203286,0.33880903490759756,0.15195071868583163,0.003080082135523614,0.34496919917864477,0.10472279260780287,0.000528104431860825,0.000498589613313713,721.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,160 SNOW RD,LANSING,MI,48917,Suburb: Large,,,,,,,,,
WAY Oasis,262475007729,MT. Pleasant City School District,2624750.0,132.0,2.0,66.0,91,3,94,19.0,40.0,22.0,,0.24242424242424243,0.0,0.022727272727272728,0.03787878787878788,0.0,0.6060606060606061,0.09090909090909091,0.003615702479338843,0.003960055096418733,81.0,Yes,None,Town: Distant,Town,No,No,None,public,3480 SOUTH ISABELLA RD,MOUNT PLEASANT,MI,48858,Town: Distant,,,,,,,,,
WAY Watervliet High School,263546008276,Watervliet School District,2635460.0,93.0,1.0,93.0,67,0,67,19.0,11.0,27.0,36.0,0.0,0.0,0.043010752688172046,0.0967741935483871,0.0,0.7956989247311828,0.06451612903225806,0.005665394843334489,0.005087293328708522,57.0,Yes,None,Town: Fringe,Town,No,No,None,public,450 EAST SAINT JOSEPH ST,WATERVLIET,MI,49098,Town: Fringe,,,,,,,,,
WAY Academy Chicago Site,260102308423,W-a-y Academy,2601023.0,102.0,2.06,49.51,102,0,102,48.0,26.0,16.0,,0.0,0.0,0.9901960784313726,0.0,0.0,0.00980392156862745,0.0,0.004229142637447136,0.005574778931180315,90.0,Yes,None,City: Large,City,Yes,No,None,public,19321 W CHICAGO ST,DETROIT,MI,48228,City: Large,,,,,,,,,
WAY Academy Flint Flint Campus,260105608577,Way Academy - Flint,2601056.0,86.0,3.91,21.99,82,3,85,23.0,26.0,16.0,9.0,0.0,0.0,0.5930232558139535,0.11627906976744186,0.0,0.29069767441860467,0.0,0.005002704164413196,0.00662520281233099,65.0,Yes,None,City: Small,City,Yes,No,None,public,817 EAST KEARSLEY ST,FLINT,MI,48503,City: Small,,,,,,,,,
WAY Academy Vernor Site,260102308403,W-a-y Academy,2601023.0,115.0,1.92,59.9,115,0,115,54.0,18.0,21.0,,0.0,0.0,0.11304347826086956,0.7652173913043478,0.0,0.12173913043478261,0.0,0.005066162570888468,0.0036294896030245744,93.0,Yes,None,City: Large,City,Yes,No,None,public,8701 West Vernor Highway,Detroit,MI,48209,City: Large,,,,,,,,,
WAY East Jackson,261254008667,East Jackson Community Schools,2612540.0,47.0,0.0,†,42,1,43,3.0,15.0,13.0,12.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.8723404255319149,0.10638297872340426,0.013128112267994568,0.008148483476686284,31.0,Yes,None,Suburb: Small,Suburban,No,No,None,public,1404 NORTH SUTTON RD,JACKSON,MI,49202,Suburb: Small,,,,,,,,,
WAY Eau Claire,261281008569,Eau Claire Public Schools,2612810.0,32.0,1.0,32.0,28,2,30,2.0,9.0,9.0,12.0,0.0,0.0,0.25,0.09375,0.0,0.5625,0.09375,0.017578125,0.013671875,20.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,7450 HOCHBERGER RD,EAU CLAIRE,MI,49111,Rural: Fringe,,,,,,,,,
WAY Michigan,260107408589,Way Michigan,2601074.0,183.0,5.15,35.53,144,16,160,46.0,34.0,40.0,,0.00546448087431694,0.01092896174863388,0.29508196721311475,0.1366120218579235,0.0,0.546448087431694,0.00546448087431694,0.002717310161545582,0.0027471707127713577,120.0,Yes,None,City: Large,City,Yes,No,None,public,407 E FORT ST,DETROIT,MI,48226,City: Large,,,,,,,,,
WAY Niles,262556008282,Niles Community Schools,2625560.0,143.0,0.2,715.0,92,3,95,33.0,37.0,35.0,,0.027972027972027972,0.0,0.06293706293706294,0.1048951048951049,0.0,0.6713286713286714,0.13286713286713286,0.003129737395471661,0.0038632695975353314,105.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,1 TYLER ST,NILES,MI,49120,Suburb: Large,,,,,,,,,
WAY South Haven,263230008492,South Haven Public Schools,2632300.0,32.0,35.0,0.91,25,0,25,9.0,11.0,7.0,5.0,0.0,0.0,0.09375,0.03125,0.0,0.65625,0.21875,0.0126953125,0.0185546875,27.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,600 ELKENBURG ST,SOUTH HAVEN,MI,49090,Rural: Fringe,,,,,,,,,
Wayland High School,263555007169,Wayland Union Schools,2635550.0,826.0,40.9,20.2,220,23,243,218.0,232.0,199.0,177.0,0.010895883777239709,0.013317191283292978,0.01694915254237288,0.06779661016949153,0.0,0.8523002421307506,0.0387409200968523,0.0006053268765133172,0.0006053268765133172,649.0,Yes,None,Town: Fringe,Town,No,No,None,public,870 EAST SUPERIOR ST,WAYLAND,MI,49348,Town: Fringe,,,,,,,,,
Wayne Memorial High School,260001503903,Wayne-westland Community School District,2600015.0,1362.0,87.57,15.55,771,23,794,516.0,314.0,278.0,,0.005873715124816446,0.010279001468428781,0.39500734214390604,0.08002936857562408,0.0007342143906020558,0.45080763582966227,0.05726872246696035,0.00038004489381383947,0.00035416949678821635,1108.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,3001 4TH ST,WAYNE,MI,48184,Suburb: Large,,,,,,,,,
WayneWestland Community High School,260001500767,Wayne-westland Community School District,2600015.0,203.0,17.1,11.87,138,5,143,10.0,20.0,36.0,136.0,0.0,0.0,0.5024630541871922,0.08374384236453201,0.0,0.3891625615763547,0.024630541871921183,0.002645053265063457,0.0022810551093207796,66.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,5400 4TH ST,Wayne,MI,48184,Suburb: Large,,,,,,,,,
Webberville High School,263573007173,Webberville Community Schools,2635730.0,148.0,9.76,15.16,58,12,70,38.0,30.0,40.0,40.0,0.0,0.006756756756756757,0.0,0.013513513513513514,0.0,0.9662162162162162,0.013513513513513514,0.0033783783783783786,0.0033783783783783786,108.0,Yes,None,Town: Fringe,Town,No,No,None,public,309 EAST GRAND RIVER RD,WEBBERVILLE,MI,48892,Town: Fringe,,,,,,,,,
Wellspring Preparatory High School,260098108149,Wellspring Preparatory High School,2600981.0,355.0,21.12,16.81,225,24,249,128.0,80.0,65.0,82.0,0.0028169014084507044,0.028169014084507043,0.4169014084507042,0.19154929577464788,0.0028169014084507044,0.3183098591549296,0.03943661971830986,0.001301329101368776,0.001515572307081928,273.0,Yes,None,City: Midsize,City,Yes,No,None,public,1031 PAGE NE,GRAND RAPIDS,MI,49505,City: Midsize,,,,,,,,,
West Bloomfield High School,263582007181,West Bloomfield School District,2635820.0,1817.0,94.05,19.32,507,51,558,413.0,477.0,444.0,483.0,0.000550357732526142,0.05888827738029719,0.43478260869565216,0.05228398458998349,0.001651073197578426,0.40726472206934505,0.0445789763346175,0.00027139269584117956,0.00027896503668496246,1334.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,4925 ORCHARD LAKE RD,WEST BLOOMFIELD,MI,48323,Suburb: Large,,,,,,,,,
West Iron County High School,263291006842,West Iron County Public Schools,2632910.0,234.0,12.78,18.31,139,15,154,63.0,60.0,66.0,45.0,0.01282051282051282,0.0,0.004273504273504274,0.05982905982905983,0.0,0.8888888888888888,0.03418803418803419,0.0018810723938929067,0.002392431879611367,189.0,Yes,None,Town: Remote,Town,No,No,None,public,701 GARFIELD AVE,IRON RIVER,MI,49935,Town: Remote,,,,,,,,,
West Michigan Aviation Academy,260097708183,West Michigan Aviation Academy,2600977.0,609.0,34.29,17.76,132,7,139,157.0,158.0,149.0,145.0,0.0,0.05582922824302135,0.0722495894909688,0.09195402298850575,0.0016420361247947454,0.7372742200328407,0.041050903119868636,0.001081209336687509,0.0005608267881072366,464.0,Yes,None,Suburb: Large,Suburban,Yes,No,None,public,5363 44th Street SE,Grand Rapids,MI,49512,Suburb: Large,,,,,,,,,
West Michigan Virtual Battle Creek HS,260543008470,Berrien Springs Public Schools,2605430.0,236.0,4.0,59.0,164,2,166,60.0,55.0,73.0,48.0,0.01694915254237288,0.0,0.1059322033898305,0.08050847457627118,0.0,0.6864406779661016,0.11016949152542373,0.00211864406779661,0.00211864406779661,188.0,Yes,None,City: Small,City,No,No,None,public,35 Hamblin Ave,Battle Creek,MI,49017,City: Small,,,,,,,,,
West Ottawa High School Campus,263591007194,West Ottawa Public School District,2635910.0,2233.0,106.0,21.07,889,210,"1,099",671.0,579.0,493.0,490.0,0.003134796238244514,0.08016121809225257,0.032691446484549934,0.3905060456784595,0.0022391401701746527,0.44290192566054637,0.0483654276757725,0.00023163519001806755,0.00021619284401686305,1743.0,Yes,None,Suburb: Small,Suburban,No,No,None,public,3685 Butternut Dr,Holland,MI,49424,Suburb: Small,,,,,,,,,
West Senior High,263387000838,Traverse City Area Public Schools,2633870.0,1544.0,67.08,23.02,402,37,439,350.0,436.0,359.0,399.0,0.012305699481865285,0.012953367875647668,0.009067357512953367,0.040803108808290155,0.0,0.8944300518134715,0.03044041450777202,0.00032257577384627777,0.0003250926199361057,1145.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,5376 N LONG LAKE RD,TRAVERSE CITY,MI,49685,Rural: Fringe,,,,,,,,,
West Side Academy of Information Technology and Cyber Securi,260110301423,Detroit Public Schools Community District,2601103.0,207.0,23.2,8.92,188,3,191,77.0,66.0,42.0,22.0,0.0,0.0,0.9855072463768116,0.014492753623188406,0.0,0.0,0.0,0.0027305187985717286,0.0021003990758244064,185.0,Yes,None,City: Large,City,No,No,None,public,4701 McKinley,DETROIT,MI,48208,City: Large,,,,,,,,,
Western High School,263594007200,Western School District,2635940.0,855.0,44.25,19.32,208,35,243,254.0,206.0,196.0,199.0,0.0011695906432748538,0.0152046783625731,0.019883040935672516,0.04327485380116959,0.0011695906432748538,0.8643274853801169,0.05497076023391813,0.0005909510618651893,0.0005786395814096645,656.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,1400 SOUTH DEARING RD,PARMA,MI,49269,Rural: Fringe,,,,,,,,,
Western International High School,260110304857,Detroit Public Schools Community District,2601103.0,2035.0,76.2,26.71,"1,471",47,"1,518",522.0,466.0,499.0,548.0,0.0029484029484029483,0.0009828009828009828,0.19803439803439804,0.7179361179361179,0.0,0.0800982800982801,0.0,0.0002690025294447899,0.0002223979619557015,1487.0,Yes,None,City: Large,City,No,No,None,public,1500 SCOTTEN ST,DETROIT,MI,48209,City: Large,,,,,,,,,
Westfield Preparatory High School,260112508928,Westfield Charter Academy,2601125.0,758.0,30.0,25.27,615,16,631,241.0,217.0,114.0,0.0,0.006596306068601583,0.0,0.9379947229551451,0.018469656992084433,0.0013192612137203166,0.006596306068601583,0.029023746701846966,0.0006370047549098098,0.0006822564588105067,572.0,Yes,None,Suburb: Large,Suburban,Yes,No,None,public,23750 Elmira,REDFORD,MI,48239,Suburb: Large,,,,,,,,,
Westwood High School,262540006202,Nice Community School District,2625400.0,389.0,21.75,17.89,97,5,102,118.0,90.0,79.0,101.0,0.010282776349614395,0.002570694087403599,0.007712082262210797,0.012853470437017995,0.005141388174807198,0.9280205655526992,0.033419023136246784,0.0013150851501113525,0.0012556089372922463,287.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,300 SOUTH WESTWOOD DR,ISHPEMING,MI,49849,Rural: Fringe,,,,,,,,,
Westwood North Academy,261164008604,Westwood Community School District,2611640.0,57.0,1.5,38.0,47,1,48,15.0,14.0,17.0,11.0,0.0,0.0,0.8596491228070176,0.0,0.0,0.14035087719298245,0.0,0.01046475838719606,0.007079101261926746,46.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,25824 MICHIGAN AVE,INKSTER,MI,48141,Suburb: Large,,,,,,,,,
Westwood Virtual Academy,261164007904,Westwood Community School District,2611640.0,85.0,2.06,41.26,73,3,76,26.0,26.0,14.0,19.0,0.0,0.023529411764705882,0.5411764705882353,0.011764705882352941,0.0,0.4117647058823529,0.011764705882352941,0.005259515570934257,0.006505190311418685,66.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,3601 JANET ST,DEARBORN HTS,MI,48125,Suburb: Large,,,,,,,,,
White Cloud High School,263606007207,White Cloud Public Schools,2636060.0,325.0,14.7,22.11,214,17,231,76.0,86.0,75.0,88.0,0.006153846153846154,0.012307692307692308,0.06461538461538462,0.04,0.0,0.8646153846153846,0.012307692307692308,0.0015715976331360946,0.0015053254437869823,237.0,Yes,None,Rural: Distant,Rural,No,No,None,public,PO Box 1000,White Cloud,MI,49349,Rural: Distant,,,,,,,,,
White Pigeon JrSr High School,263612007210,White Pigeon Community Schools,2636120.0,398.0,23.74,16.76,161,17,178,61.0,51.0,,,0.0,0.0,0.002512562814070352,0.09798994974874371,0.0,0.8417085427135679,0.05778894472361809,0.0013004722102977198,0.001212090603772632,112.0,Yes,None,Town: Fringe,Town,No,Yes,None,public,410 PRAIRIE AVE,WHITE PIGEON,MI,49099,Town: Fringe,,,,,,,,,
Whiteford High School,263627007215,Whiteford Agricultural School District Of The Counties Of Le,2636270.0,264.0,17.72,14.9,46,5,51,58.0,77.0,67.0,62.0,0.003787878787878788,0.003787878787878788,0.015151515151515152,0.03409090909090909,0.0,0.9318181818181818,0.011363636363636364,0.001922635445362718,0.00186524334251607,202.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,6655 CONSEAR RD,OTTAWA LAKE,MI,49267,Rural: Fringe,,,,,,,,,
Whitehall Senior High School,263630007219,Whitehall District Schools,2636300.0,660.0,27.7,23.83,251,22,273,149.0,164.0,167.0,180.0,0.007575757575757576,0.012121212121212121,0.04242424242424243,0.03333333333333333,0.0030303030303030303,0.8787878787878788,0.022727272727272728,0.0007506887052341598,0.0007644628099173553,480.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,3100 WHITE LAKE DR,WHITEHALL,MI,49461,Rural: Fringe,,,,,,,,,
Whitmore Lake High School,263633007221,Whitmore Lake Public School District,2636330.0,289.0,19.52,14.81,99,12,111,36.0,41.0,51.0,63.0,0.01730103806228374,0.0034602076124567475,0.0034602076124567475,0.0657439446366782,0.0,0.8615916955017301,0.04844290657439446,0.0018917398019659727,0.0015684678104907748,128.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,7430 WHITMORE LAKE RD,WHITMORE LAKE,MI,48189,Rural: Fringe,,,,,,,,,
WhittemorePrescott JrSr High School,263639007223,Whittemore-prescott Area Schools,2636390.0,340.0,17.67,19.24,238,26,264,75.0,69.0,41.0,51.0,0.008823529411764706,0.0,0.011764705882352941,0.04411764705882353,0.0,0.8970588235294118,0.03823529411764706,0.001505190311418685,0.0014359861591695501,185.0,Yes,None,Rural: Remote,Rural,No,No,None,public,PO Box 250,Whittemore,MI,48770,Rural: Remote,,,,,,,,,
Williamston High School,263642007718,Williamston Community Schools,2636420.0,590.0,28.53,20.68,84,13,97,135.0,153.0,151.0,151.0,0.006779661016949152,0.01694915254237288,0.003389830508474576,0.05084745762711865,0.0,0.8813559322033898,0.04067796610169491,0.0008733122665900603,0.0008216029876472278,439.0,Yes,None,Town: Fringe,Town,No,No,None,public,3939 VANNETER RD,WILLIAMSTON,MI,48895,Town: Fringe,,,,,,,,,
Windover High School,260002000213,Windover High School,2600020.0,90.0,4.04,22.28,86,0,86,7.0,22.0,25.0,36.0,0.0,0.011111111111111112,0.03333333333333333,0.0,0.0,0.9555555555555556,0.0,0.006296296296296296,0.004814814814814815,54.0,Yes,None,City: Small,City,Yes,No,None,public,919 SMITH RD,MIDLAND,MI,48640,City: Small,,,,,,,,,
WK Kellogg Preparatory High School,260000500807,Battle Creek Public Schools,2600005.0,162.0,7.0,23.14,116,6,122,26.0,66.0,50.0,20.0,0.0,0.0,0.5432098765432098,0.10493827160493827,0.0,0.24691358024691357,0.10493827160493827,0.003315043438500229,0.0028577960676726107,142.0,Yes,None,City: Small,City,No,No,None,public,100 Van Buren St W,Battle Creek,MI,49017,City: Small,,,,,,,,,
Wolverine MiddleHigh School,263648007238,Wolverine Community School District,2636480.0,138.0,7.1,19.44,112,5,117,18.0,20.0,25.0,,0.057971014492753624,0.014492753623188406,0.014492753623188406,0.036231884057971016,0.0,0.8115942028985508,0.06521739130434782,0.004148288174753203,0.003098088636841,63.0,Yes,None,Rural: Remote,Rural,No,No,None,public,PO Box 219,Wolverine,MI,49799,Rural: Remote,,,,,,,,,
Woodhaven High School,263648507242,Woodhaven-brownstown School District,2636485.0,1235.0,55.93,22.08,386,36,422,,434.0,386.0,415.0,0.0008097165991902834,0.0825910931174089,0.1319838056680162,0.08582995951417004,0.0,0.654251012145749,0.044534412955465584,0.0004038748381386353,0.0004058417610516481,820.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,24787 VAN HORN RD,FLAT ROCK,MI,48134,Suburb: Large,,,,,,,,,
Woodville Community Center,263594007587,Western School District,2635940.0,127.0,3.0,42.33,76,4,80,27.0,42.0,42.0,16.0,0.007874015748031496,0.0,0.023622047244094488,0.05511811023622047,0.0,0.84251968503937,0.07086614173228346,0.00372000744001488,0.0041540083080166155,111.0,Yes,None,Suburb: Small,Suburban,No,No,None,public,3950 CATHERINE ST,JACKSON,MI,49203,Suburb: Small,,,,,,,,,
